credit,debit,date,l,s,d
dfl12_228,dfl12_002,1594-09-12,22,19,10
dfl12_228,dfl12_002,1594-09-13,16,0,0
dfl12_001,dfl12_229,1582-11-08,425,0,0
dfl12_002,dfl12_229,1594-09-14,0,1,8
dfl12_002,dfl12_229,1594-09-14,0,11,6
dfl12_002,dfl12_229,1594-09-14,0,8,4
dfl12_002,dfl12_229,1594-09-14,3,2,8
dfl12_002,dfl12_229,1594-09-14,6,4,5.5
dfl12_229,dfl12_485,1594-09-20,10,8,7.5
dfl12_229,dfl12_485,1594-09-20,400,0,0
dfl12_001,dfl12_230,1582-11-08,283,6,8
dfl12_230,dfl12_002,1594-09-13,50,0,0
dfl12_230,dfl12_002,1594-09-13,68,15,6.6666
dfl12_001,dfl12_231,1582-11-08,283,0,0
dfl12_231,dfl12_002,1594-09-12,12,13,4
dfl12_231,dfl12_002,1594-09-12,14,8,9.3333
dfl12_231,dfl12_002,1594-09-12,16,13,4
dfl12_231,dfl12_002,1594-09-12,55,19,8.6666
dfl12_231,dfl12_002,1594-09-13,16,13,4
dfl12_231,dfl12_002,1594-09-13,16,13,4
dfl12_231,dfl12_002,1594-09-13,16,2,3
dfl12_231,dfl12_002,1594-09-13,33,6,8
dfl12_001,dfl12_232,1582-11-08,542,6,10
dfl12_234,dfl12_001,1582-11-08,5,9,4
dfl12_235,dfl12_001,1582-11-08,15,0,0
dfl12_236,dfl12_001,1582-11-08,18,15,5
dfl12_237,dfl12_001,1582-11-08,15,19,2
dfl12_238,dfl12_001,1582-11-08,0,9,0
dfl12_239,dfl12_001,1582-11-08,22,7,6
dfl12_240,dfl12_001,1582-11-08,18,13,10
dfl12_241,dfl12_001,1582-11-08,6,17,5
dfl12_242,dfl12_001,1582-11-08,2,13,3
dfl12_243,dfl12_001,1582-11-08,7,0,0
dfl12_244,dfl12_001,1582-11-08,1,6,0
dfl12_245,dfl12_001,1582-11-08,73,0,0
dfl12_002,dfl12_245,1583-08-01,4,3,4
dfl12_002,dfl12_245,1583-08-01,75,13,2
dfl12_246,dfl12_001,1582-11-08,67,8,11
dfl12_247,dfl12_001,1582-11-08,12,7,9
dfl12_248,dfl12_001,1582-11-08,2,6,8
dfl12_249,dfl12_001,1582-11-08,16,15,6
dfl12_250,dfl12_001,1582-11-08,5,10,8
dfl12_251,dfl12_001,1582-11-08,3041,13,4
dfl12_116,dfl12_251,1583-01-06,9,6,4
dfl12_251,dfl12_330,1583-01-31,20,6,2
dfl12_065,dfl12_251,1583-01-31,7,14,8
dfl12_330,dfl12_251,1583-07-05,20,2,6
dfl12_002,dfl12_251,1583-10-18,16,13,4
dfl12_002,dfl12_251,1583-12-12,0,5,8
dfl12_251,dfl12_038,1583-12-15,990,12,2
dfl12_002,dfl12_251,1584-01-07,400,0,0
dfl12_002,dfl12_251,1584-03-15,350,0,0
dfl12_002,dfl12_251,1584-03-22,150,0,0
dfl12_112,dfl12_251,1584-03-22,2015,0,0
dfl12_076,dfl12_251,1584-03-30,101,3,7
dfl12_251,dfl12_265,1584-11-02,200,0,0
dfl12_295,dfl12_251,1584-11-24,200,0,0
dfl12_251,dfl12_365,1594-09-20,14,18,4
dfl12_251,dfl12_350,1594-09-20,191,7,0.875
dfl12_251,dfl12_381,1594-09-20,2,0,0
dfl12_251,dfl12_342,1594-09-20,525,12,10
dfl12_265,dfl12_251,1594-09-30,50,13,4
dfl12_251,dfl12_445,1594-10-01,128,15,3.5
dfl12_251,dfl12_477,1594-10-01,155,14,8
dfl12_251,dfl12_289,1594-10-01,41,14,8.5
dfl12_251,dfl12_445,1594-10-01,79,17,6
dfl12_028,dfl12_251,1594-10-04,10,10,3.75
dfl12_080,dfl12_251,1594-10-04,10,7,11
dfl12_181,dfl12_251,1594-10-04,1517,3,9.2916
dfl12_477,dfl12_251,1594-10-04,180,1,5.3333
dfl12_344,dfl12_251,1594-10-04,20,5,6
dfl12_289,dfl12_251,1594-10-04,51,5,2
dfl12_482,dfl12_251,1594-10-04,8,18,11
dfl12_485,dfl12_251,1594-12-15,107,9,5.5
dfl12_488,dfl12_251,1594-12-15,115,10,0
dfl12_251,dfl12_490,1594-12-15,3,6,8
dfl12_295,dfl12_251,1594-12-15,3,6,8
dfl12_226,dfl12_251,1594-12-15,50,0,0
dfl12_252,dfl12_001,1582-11-08,5327,6,8
dfl12_002,dfl12_252,1582-12-13,6,0,0
dfl12_116,dfl12_252,1583-01-06,11,12,5
dfl12_002,dfl12_252,1583-01-22,6,0,0
dfl12_252,dfl12_330,1583-01-31,9,6,2
dfl12_002,dfl12_252,1583-02-16,7,2,6
dfl12_002,dfl12_252,1583-07-11,1,6,8
dfl12_002,dfl12_252,1583-08-02,6,0,0
dfl12_002,dfl12_252,1583-09-23,10,0,0
dfl12_002,dfl12_252,1583-10-06,16,0,0
dfl12_002,dfl12_252,1583-10-12,20,0,0
dfl12_002,dfl12_252,1583-11-05,23,18,9
dfl12_252,dfl12_055,1583-11-16,16,13,4
dfl12_252,dfl12_038,1583-12-15,1732,4,2.5
dfl12_112,dfl12_252,1583-12-15,18,12,0
dfl12_252,dfl12_324,1583-12-15,9,15,0
dfl12_002,dfl12_252,1583-12-21,22,13,4
dfl12_002,dfl12_252,1584-01-07,600,0,0
dfl12_002,dfl12_252,1584-01-21,0,11,0
dfl12_002,dfl12_252,1584-03-15,1051,15,6
dfl12_112,dfl12_252,1584-03-22,3565,0,0
dfl12_347,dfl12_252,1594-09-30,756,0,9.5
dfl12_253,dfl12_001,1582-11-08,5333,6,8
dfl12_002,dfl12_253,1582-12-01,11,5,8
dfl12_002,dfl12_253,1582-12-24,6,0,0
dfl12_116,dfl12_253,1583-01-06,11,12,5
dfl12_002,dfl12_253,1583-01-07,8,18,8
dfl12_002,dfl12_253,1583-02-18,0,5,4
dfl12_002,dfl12_253,1583-02-18,1,0,0
dfl12_002,dfl12_253,1583-02-18,2,1,2
dfl12_002,dfl12_253,1583-02-18,6,6,6
dfl12_253,dfl12_153,1583-02-21,2,15,0
dfl12_253,dfl12_002,1583-02-21,3,14,7
dfl12_002,dfl12_253,1583-07-11,2,18,8
dfl12_002,dfl12_253,1583-11-02,1,0,0
dfl12_002,dfl12_253,1583-11-15,12,0,0
dfl12_002,dfl12_253,1583-11-24,16,13,4
dfl12_002,dfl12_253,1583-12-08,3,6,0
dfl12_253,dfl12_038,1583-12-15,1732,4,2.5
dfl12_253,dfl12_324,1583-12-15,9,15,0
dfl12_350,dfl12_253,1584-01-07,7009,19,1.5
dfl12_254,dfl12_001,1582-11-08,56,6,3
dfl12_255,dfl12_001,1582-11-08,82,6,8
dfl12_002,dfl12_255,1583-02-01,85,12,10
dfl12_256,dfl12_001,1582-11-08,49,0,3
dfl12_257,dfl12_001,1582-11-08,70,2,6
dfl12_258,dfl12_001,1582-11-08,33,18,4
dfl12_259,dfl12_001,1582-11-08,200,0,0
dfl12_260,dfl12_001,1582-11-08,9,5,0
dfl12_261,dfl12_001,1582-11-08,108,10,0
dfl12_002,dfl12_261,1583-05-10,6,5,0
dfl12_002,dfl12_261,1583-12-12,107,11,6
dfl12_262,dfl12_001,1582-11-08,106,5,0
dfl12_002,dfl12_262,1583-02-19,6,5,0
dfl12_002,dfl12_262,1583-11-28,106,5,0
dfl12_263,dfl12_001,1582-11-08,19,1,7
dfl12_264,dfl12_001,1582-11-08,28,6,5
dfl12_002,dfl12_264,1594-09-13,24,0,0
dfl12_265,dfl12_001,1582-11-08,149,6,8
dfl12_266,dfl12_001,1582-11-08,77,16,4.5
dfl12_002,dfl12_266,1583-11-28,82,5,7
dfl12_267,dfl12_001,1582-11-08,353,1,10
dfl12_002,dfl12_267,1582-11-28,10,0,0
dfl12_316,dfl12_267,1583-01-15,0,7,10
dfl12_002,dfl12_267,1583-02-02,20,0,0
dfl12_002,dfl12_267,1583-03-25,15,0,0
dfl12_002,dfl12_267,1583-07-06,12,0,0
dfl12_002,dfl12_267,1583-08-08,80,0,0
dfl12_002,dfl12_267,1583-08-20,20,0,0
dfl12_002,dfl12_267,1583-09-27,16,13,4
dfl12_002,dfl12_267,1583-10-21,94,14,0
dfl12_268,dfl12_001,1582-11-08,483,1,3.5
dfl12_268,dfl12_043,1583-01-06,0,15,0
dfl12_316,dfl12_268,1583-03-15,0,5,10
dfl12_316,dfl12_268,1583-03-15,27,10,8
dfl12_037,dfl12_268,1583-03-27,30,12,2
dfl12_316,dfl12_268,1583-03-28,1,15,8
dfl12_316,dfl12_268,1583-03-28,13,15,1
dfl12_002,dfl12_268,1584-01-21,4,10,4
dfl12_091,dfl12_268,1584-02-22,11,9,11
dfl12_091,dfl12_268,1584-02-22,162,4,11
dfl12_268,dfl12_084,1584-02-22,17,0,2
dfl12_268,dfl12_149,1584-02-22,24,13,10.5
dfl12_163,dfl12_268,1584-02-22,44,10,4
dfl12_090,dfl12_268,1584-02-22,50,11,5
dfl12_268,dfl12_073,1584-02-22,6,16,6
dfl12_317,dfl12_268,1584-07-14,274,8,2
dfl12_316,dfl12_268,1584-07-26,0,11,0
dfl12_091,dfl12_268,1585-01-28,16,16,6
dfl12_002,dfl12_268,1594-09-13,11,14,0
dfl12_002,dfl12_268,1594-09-13,63,15,0
dfl12_002,dfl12_268,1594-09-13,67,3,9
dfl12_091,dfl12_268,1594-09-20,47,13,1
dfl12_269,dfl12_001,1582-11-08,1600,0,0
dfl12_270,dfl12_001,1582-11-08,48,19,2
dfl12_002,dfl12_270,1583-09-29,62,2,8
dfl12_271,dfl12_001,1582-11-08,54,0,4.5
dfl12_002,dfl12_271,1584-05-07,1,10,4
dfl12_002,dfl12_271,1584-08-13,33,6,8
dfl12_272,dfl12_001,1582-11-08,25,0,0
dfl12_273,dfl12_001,1582-11-08,336,15,5.5
dfl12_289,dfl12_273,1594-09-20,336,15,5.5
dfl12_274,dfl12_001,1582-11-08,0,2,0
dfl12_275,dfl12_001,1582-11-08,4,12,8
dfl12_276,dfl12_001,1582-11-08,200,0,0
dfl12_002,dfl12_276,1583-10-03,433,6,8
dfl12_277,dfl12_001,1582-11-08,133,6,6
dfl12_277,dfl12_098,1583-06-28,8,6,8
dfl12_002,dfl12_277,1583-07-30,8,6,8
dfl12_002,dfl12_277,1583-10-06,135,8,4
dfl12_278,dfl12_001,1582-11-08,67,8,5
dfl12_002,dfl12_278,1583-10-28,70,18,8
dfl12_279,dfl12_001,1582-11-08,106,5,0
dfl12_002,dfl12_279,1583-10-03,111,14,6
dfl12_280,dfl12_001,1582-11-08,105,1,8.5
dfl12_002,dfl12_280,1583-12-12,105,1,8.5
dfl12_281,dfl12_001,1582-11-08,142,9,6
dfl12_296,dfl12_281,1594-09-20,142,9,6
dfl12_282,dfl12_001,1582-11-08,207,13,1
dfl12_283,dfl12_001,1582-11-08,580,19,2.5
dfl12_284,dfl12_001,1582-11-08,133,6,8
dfl12_002,dfl12_284,1583-08-01,8,6,8
dfl12_002,dfl12_284,1583-10-03,136,16,1
dfl12_285,dfl12_001,1582-11-08,82,13,0
dfl12_116,dfl12_285,1583-01-06,25,7,0
dfl12_002,dfl12_285,1583-06-28,2,0,0
dfl12_285,dfl12_055,1583-11-16,16,13,4
dfl12_002,dfl12_285,1584-03-15,71,19,4
dfl12_286,dfl12_001,1582-11-08,100,0,0
dfl12_286,dfl12_055,1583-11-16,16,13,4
dfl12_002,dfl12_286,1584-01-04,116,13,4
dfl12_287,dfl12_001,1582-11-08,113,2,10
dfl12_116,dfl12_287,1583-01-06,20,5,4
dfl12_002,dfl12_287,1583-03-26,100,0,0
dfl12_002,dfl12_287,1583-04-01,166,13,4
dfl12_002,dfl12_287,1583-06-28,2,0,0
dfl12_002,dfl12_287,1583-09-27,1030,0,0
dfl12_002,dfl12_287,1583-10-26,32,4,5.5
dfl12_287,dfl12_002,1583-11-28,32,4,5.5
dfl12_287,dfl12_340,1584-01-07,1205,15,10
dfl12_288,dfl12_001,1582-11-08,200,0,0
dfl12_002,dfl12_288,1583-08-20,2,4,0
dfl12_002,dfl12_288,1583-10-09,0,6,8
dfl12_002,dfl12_288,1594-09-13,0,18,8
dfl12_002,dfl12_288,1594-09-13,100,3,4
dfl12_002,dfl12_288,1594-09-13,16,18,4
dfl12_002,dfl12_288,1594-09-13,17,16,7
dfl12_002,dfl12_288,1594-09-13,178,3,4
dfl12_002,dfl12_288,1594-09-13,20,5,0
dfl12_002,dfl12_288,1594-09-13,4,3,4
dfl12_002,dfl12_288,1594-09-13,42,16,4
dfl12_002,dfl12_288,1594-09-14,1,11,6
dfl12_002,dfl12_288,1594-09-14,2,0,0
dfl12_002,dfl12_288,1594-09-14,2,0,0
dfl12_002,dfl12_288,1594-09-14,3,0,0
dfl12_002,dfl12_288,1594-09-14,5,10,2
dfl12_288,dfl12_263,1594-09-20,19,1,7
dfl12_288,dfl12_264,1594-09-20,4,6,5
dfl12_289,dfl12_001,1582-11-08,41112,10,5
dfl12_226,dfl12_289,1583-12-26,1240,10,0.5
dfl12_021,dfl12_289,1583-12-26,130,10,0
dfl12_018,dfl12_289,1583-12-26,317,11,2
dfl12_289,dfl12_312,1584-03-30,757,18,4.5
dfl12_289,dfl12_259,1584-11-22,200,0,0
dfl12_289,dfl12_322,1584-11-22,28,2,7
dfl12_229,dfl12_289,1584-11-22,3,6,8
dfl12_468,dfl12_289,1584-11-22,312,10,0
dfl12_002,dfl12_289,1594-09-14,49,11,0
dfl12_289,dfl12_294,1594-09-15,11,4,1
dfl12_289,dfl12_482,1594-09-15,14,3,4
dfl12_029,dfl12_289,1594-09-15,58,3,10
dfl12_087,dfl12_289,1594-09-15,6,10,3
dfl12_069,dfl12_289,1594-09-15,8,15,7
dfl12_051,dfl12_289,1594-09-15,91,11,5
dfl12_014,dfl12_289,1594-09-20,0,0,1
dfl12_016,dfl12_289,1594-09-20,0,0,1
dfl12_289,dfl12_148,1594-09-20,0,11,8
dfl12_289,dfl12_335,1594-09-20,0,4,0
dfl12_107,dfl12_289,1594-09-20,1,14,0
dfl12_002,dfl12_289,1594-09-20,100,0,0
dfl12_108,dfl12_289,1594-09-20,11,17,6
dfl12_289,dfl12_230,1594-09-20,118,15,6.6666
dfl12_289,dfl12_247,1594-09-20,12,7,9
dfl12_289,dfl12_224,1594-09-20,15,9,6
dfl12_289,dfl12_249,1594-09-20,16,15,6
dfl12_289,dfl12_231,1594-09-20,166,4,1
dfl12_455,dfl12_289,1594-09-20,17,7,10
dfl12_289,dfl12_248,1594-09-20,2,6,8
dfl12_058,dfl12_289,1594-09-20,35,14,5
dfl12_289,dfl12_228,1594-09-20,38,19,10
dfl12_289,dfl12_256,1594-09-20,49,0,3
dfl12_289,dfl12_250,1594-09-20,5,10,8
dfl12_444,dfl12_289,1594-09-20,521,1,9.5
dfl12_225,dfl12_289,1594-09-20,65,11,6.5
dfl12_290,dfl12_001,1582-11-08,50,0,0
dfl12_002,dfl12_290,1594-09-15,50,0,0
dfl12_291,dfl12_001,1582-11-08,0,14,0
dfl12_291,dfl12_116,1583-01-07,10,0,0
dfl12_002,dfl12_291,1583-05-03,10,0,0
dfl12_002,dfl12_291,1583-05-25,0,4,0
dfl12_292,dfl12_001,1582-11-08,300,0,0
dfl12_002,dfl12_292,1583-09-07,108,16,3
dfl12_293,dfl12_001,1582-11-08,3,8,0
dfl12_294,dfl12_001,1582-11-08,11,4,1
dfl12_295,dfl12_001,1582-11-08,4945,10,7
dfl12_295,dfl12_038,1583-12-15,1609,15,6
dfl12_002,dfl12_295,1584-01-07,700,0,0
dfl12_002,dfl12_295,1584-03-15,1145,10,7
dfl12_112,dfl12_295,1584-03-22,3100,0,0
dfl12_265,dfl12_295,1584-11-27,200,0,0
dfl12_295,dfl12_265,1584-11-27,200,0,0
dfl12_466,dfl12_295,1584-11-27,250,0,0
dfl12_295,dfl12_350,1594-09-30,138,12,7.375
dfl12_295,dfl12_365,1594-09-30,14,18,4
dfl12_295,dfl12_381,1594-09-30,2,0,0
dfl12_470,dfl12_295,1594-09-30,7,2,1.5
dfl12_341,dfl12_295,1594-09-30,910,19,6
dfl12_295,dfl12_445,1594-10-01,128,15,3.5
dfl12_295,dfl12_445,1594-10-01,129,10,5
dfl12_073,dfl12_295,1594-10-01,242,10,1
dfl12_080,dfl12_295,1594-10-04,12,17,6
dfl12_028,dfl12_295,1594-10-04,13,0,4.75
dfl12_477,dfl12_295,1594-10-04,180,1,5.3333
dfl12_295,dfl12_477,1594-10-04,192,15,9
dfl12_316,dfl12_295,1594-10-04,23,15,3.5
dfl12_483,dfl12_295,1594-10-04,23,4,0.6666
dfl12_295,dfl12_091,1594-10-04,24,15,10
dfl12_295,dfl12_289,1594-10-04,41,14,8.5
dfl12_289,dfl12_295,1594-10-04,83,2,5
dfl12_485,dfl12_295,1594-12-15,107,9,5.5
dfl12_488,dfl12_295,1594-12-15,115,10,0
dfl12_295,dfl12_204,1594-12-15,40,10,3.6666
dfl12_226,dfl12_295,1594-12-15,50,0,0
dfl12_083,dfl12_295,1594-12-16,17,10,5.5
dfl12_002,dfl12_295,1594-12-16,524,12,10.1666
dfl12_296,dfl12_001,1582-11-08,328,10,10
dfl12_002,dfl12_296,1583-07-02,14,16,8
dfl12_002,dfl12_296,1583-07-21,5,3,4
dfl12_002,dfl12_296,1583-07-23,0,6,8
dfl12_002,dfl12_296,1583-08-20,0,10,11
dfl12_002,dfl12_296,1583-08-20,1,9,8
dfl12_002,dfl12_296,1583-08-20,2,2,6
dfl12_002,dfl12_296,1583-09-07,6,8,9
dfl12_002,dfl12_296,1583-10-21,25,2,9
dfl12_002,dfl12_296,1584-03-05,10,0,0
dfl12_002,dfl12_296,1584-04-22,2,0,0
dfl12_002,dfl12_296,1584-04-23,4,19,6
dfl12_002,dfl12_296,1584-06-08,1,9,8
dfl12_002,dfl12_296,1584-06-28,0,13,4
dfl12_296,dfl12_002,1584-06-28,8,16,7
dfl12_002,dfl12_296,1584-10-04,20,0,0
dfl12_002,dfl12_296,1584-10-15,0,14,8
dfl12_002,dfl12_296,1584-12-16,20,0,0
dfl12_002,dfl12_296,1584-12-16,5,9,0
dfl12_002,dfl12_296,1584-12-28,16,13,4
dfl12_002,dfl12_296,1584-12-28,2,0,0
dfl12_002,dfl12_296,1585-01-28,25,0,0
dfl12_002,dfl12_296,1594-09-14,1,13,6
dfl12_297,dfl12_001,1582-11-08,8,11,10
dfl12_298,dfl12_001,1582-11-08,100,0,0
dfl12_002,dfl12_298,1583-05-21,100,0,0
dfl12_299,dfl12_001,1582-11-08,66,3,4
dfl12_002,dfl12_299,1583-12-06,66,3,4
dfl12_300,dfl12_001,1582-11-08,425,0,0
dfl12_300,dfl12_098,1583-02-12,18,18,9
dfl12_002,dfl12_300,1583-02-12,25,0,0
dfl12_002,dfl12_300,1583-04-05,12,14,2
dfl12_002,dfl12_300,1583-04-07,18,15,0
dfl12_301,dfl12_001,1582-11-08,303,1,9.5
dfl12_002,dfl12_301,1583-03-12,100,0,0
dfl12_308,dfl12_301,1583-09-19,26,12,11
dfl12_302,dfl12_001,1582-11-08,1,0,0
dfl12_303,dfl12_001,1582-11-08,0,15,1
dfl12_002,dfl12_303,1584-01-28,0,15,1
dfl12_304,dfl12_001,1582-11-08,100,0,0
dfl12_002,dfl12_304,1583-09-19,100,0,0
dfl12_002,dfl12_304,1583-09-19,23,8,9
dfl12_305,dfl12_001,1582-11-08,1,4,4
dfl12_306,dfl12_001,1582-11-08,11,11,1
dfl12_307,dfl12_001,1582-11-08,0,0,10
dfl12_308,dfl12_001,1582-11-08,294,4,2
dfl12_002,dfl12_308,1582-12-01,320,17,1
dfl12_309,dfl12_001,1582-11-08,100,0,0
dfl12_310,dfl12_001,1582-11-08,1453,11,7
dfl12_310,dfl12_445,1585-01-28,54,6,10
dfl12_310,dfl12_445,1594-09-15,543,8,4
dfl12_311,dfl12_001,1582-11-08,367,14,4
dfl12_002,dfl12_311,1583-10-03,1,18,4
dfl12_002,dfl12_311,1583-10-08,407,6,3
dfl12_312,dfl12_001,1582-11-08,448,5,3.5
dfl12_312,dfl12_150,1583-02-15,400,0,0
dfl12_002,dfl12_312,1583-05-13,159,0,3
dfl12_312,dfl12_360,1583-11-16,33,6,8
dfl12_276,dfl12_312,1583-11-16,66,13,4
dfl12_312,dfl12_359,1583-11-16,91,13,4
dfl12_301,dfl12_312,1584-02-22,23,0,0
dfl12_312,dfl12_002,1584-03-15,33,6,8
dfl12_313,dfl12_001,1582-11-08,10,3,7.5
dfl12_002,dfl12_313,1583-11-16,4,3,4
dfl12_314,dfl12_001,1582-11-08,37,6,8
dfl12_002,dfl12_314,1583-03-26,40,5,0
dfl12_314,dfl12_098,1583-04-30,2,18,4
dfl12_315,dfl12_001,1582-11-08,1161,19,2
dfl12_002,dfl12_315,1582-12-04,6,0,0
dfl12_002,dfl12_315,1583-09-19,257,13,11
dfl12_316,dfl12_001,1582-11-08,6,15,1.5
dfl12_336,dfl12_316,1583-01-10,175,0,0
dfl12_002,dfl12_316,1584-02-18,172,18,4
dfl12_317,dfl12_001,1582-11-08,376,11,9
dfl12_002,dfl12_317,1583-09-16,54,6,1
dfl12_002,dfl12_317,1583-09-19,500,3,3
dfl12_002,dfl12_317,1584-05-07,100,0,0
dfl12_449,dfl12_317,1584-07-20,253,15,0
dfl12_002,dfl12_317,1594-12-13,1,5,6
dfl12_002,dfl12_317,1594-12-13,131,5,0
dfl12_318,dfl12_001,1582-11-08,1,0,0
dfl12_319,dfl12_001,1582-11-08,0,5,0
dfl12_319,dfl12_002,1583-08-11,159,3,4
dfl12_320,dfl12_001,1582-11-08,0,10,0
dfl12_321,dfl12_001,1582-11-08,1000,0,0
dfl12_321,dfl12_038,1583-12-15,714,10,9
dfl12_112,dfl12_321,1584-03-22,1007,10,0
dfl12_344,dfl12_321,1594-09-30,707,0,9
dfl12_322,dfl12_001,1582-11-08,34,14,3
dfl12_323,dfl12_001,1582-11-08,162,10,0
dfl12_165,dfl12_323,1583-03-23,130,0,0
dfl12_324,dfl12_001,1582-11-08,19,10,0
dfl12_325,dfl12_001,1582-11-08,2549,4,6.5
dfl12_002,dfl12_325,1582-11-26,1,0,0
dfl12_002,dfl12_325,1582-12-01,15,10,0
dfl12_002,dfl12_325,1583-01-22,0,15,0
dfl12_002,dfl12_325,1583-01-31,3,0,5
dfl12_002,dfl12_325,1583-02-12,1,7,4
dfl12_002,dfl12_325,1583-02-15,50,0,0
dfl12_002,dfl12_325,1583-05-10,25,0,0
dfl12_326,dfl12_001,1582-11-08,0,0,2
dfl12_327,dfl12_001,1582-11-08,168,0,0
dfl12_002,dfl12_327,1582-11-09,14,4,6
dfl12_328,dfl12_001,1582-11-08,0,15,1.5
dfl12_002,dfl12_328,1583-09-07,0,15,1.5
dfl12_329,dfl12_001,1582-11-08,0,8,4
dfl12_330,dfl12_001,1582-11-08,1176,4,1
dfl12_002,dfl12_330,1582-11-22,16,0,0
dfl12_002,dfl12_330,1582-11-27,6,13,4
dfl12_330,dfl12_099,1582-12-01,165,8,4
dfl12_002,dfl12_330,1582-12-04,50,0,0
dfl12_082,dfl12_330,1583-01-05,0,1,8
dfl12_002,dfl12_330,1583-01-05,10,0,0
dfl12_116,dfl12_330,1583-01-05,11,0,7
dfl12_002,dfl12_330,1583-01-07,1,17,6
dfl12_084,dfl12_330,1583-01-10,0,17,9
dfl12_097,dfl12_330,1583-01-31,1,10,0
dfl12_103,dfl12_330,1583-01-31,3,2,4.5
dfl12_068,dfl12_330,1583-01-31,33,15,11.5
dfl12_065,dfl12_330,1583-01-31,42,18,7
dfl12_116,dfl12_330,1583-01-31,7,16,4
dfl12_330,dfl12_122,1583-02-03,197,18,4
dfl12_330,dfl12_050,1583-02-03,9,10,0.5
dfl12_002,dfl12_330,1583-02-07,18,0,0
dfl12_002,dfl12_330,1583-02-08,6,0,0
dfl12_002,dfl12_330,1583-02-09,1,1,8
dfl12_002,dfl12_330,1583-02-09,2,0,0
dfl12_112,dfl12_330,1583-02-12,1570,16,8
dfl12_002,dfl12_330,1583-02-12,20,2,6
dfl12_002,dfl12_330,1583-02-12,8,13,4
dfl12_002,dfl12_330,1583-02-18,2,13,4
dfl12_330,dfl12_170,1583-02-21,205,4,2
dfl12_330,dfl12_172,1583-02-21,46,19,2
dfl12_330,dfl12_171,1583-02-21,82,1,8
dfl12_002,dfl12_330,1583-02-27,6,0,0
dfl12_002,dfl12_330,1583-03-12,6,0,0
dfl12_002,dfl12_330,1583-03-16,75,10,0.5
dfl12_002,dfl12_330,1583-04-25,100,0,0
dfl12_334,dfl12_330,1583-04-25,334,5,0
dfl12_002,dfl12_330,1583-06-11,10,0,0
dfl12_002,dfl12_330,1583-06-14,5,0,0
dfl12_330,dfl12_002,1583-06-14,9,4,0
dfl12_002,dfl12_330,1583-06-15,68,1,9
dfl12_002,dfl12_330,1583-06-21,10,0,0
dfl12_002,dfl12_330,1583-06-21,8,7,10
dfl12_002,dfl12_330,1583-06-28,2,0,0
dfl12_002,dfl12_330,1583-07-02,10,0,0
dfl12_002,dfl12_330,1583-07-12,27,6,4
dfl12_002,dfl12_330,1583-07-14,10,0,0
dfl12_330,dfl12_050,1583-07-15,217,4,7
dfl12_330,dfl12_002,1583-07-15,4,0,0
dfl12_050,dfl12_330,1583-07-21,145,4,1
dfl12_002,dfl12_330,1583-07-27,10,0,0
dfl12_002,dfl12_330,1583-08-08,10,0,0
dfl12_002,dfl12_330,1583-08-15,10,0,0
dfl12_002,dfl12_330,1583-08-25,10,0,0
dfl12_330,dfl12_002,1583-10-03,381,6,3
dfl12_330,dfl12_002,1583-10-26,154,1,4.5
dfl12_330,dfl12_098,1583-11-16,132,15,1
dfl12_330,dfl12_055,1583-11-16,16,13,4
dfl12_002,dfl12_330,1584-01-17,18,18,4.5
dfl12_091,dfl12_330,1584-02-22,0,0,4
dfl12_316,dfl12_330,1584-03-15,49,12,1
dfl12_330,dfl12_002,1584-03-22,49,12,5
dfl12_331,dfl12_001,1582-11-08,1273,15,2
dfl12_331,dfl12_002,1582-11-09,142,3,9
dfl12_331,dfl12_002,1582-12-01,40,12,6
dfl12_331,dfl12_002,1583-04-08,83,6,8
dfl12_331,dfl12_002,1583-04-13,83,6,8
dfl12_331,dfl12_002,1583-04-22,50,0,0
dfl12_331,dfl12_002,1583-05-05,66,13,4
dfl12_331,dfl12_002,1583-05-21,50,0,0
dfl12_331,dfl12_002,1583-06-11,33,6,8
dfl12_331,dfl12_002,1583-06-21,41,13,4
dfl12_332,dfl12_001,1582-11-08,50,0,0
dfl12_002,dfl12_332,1583-08-11,50,0,0
dfl12_333,dfl12_001,1582-11-08,4288,0,3
dfl12_002,dfl12_333,1582-11-21,100,0,0
dfl12_002,dfl12_333,1582-12-29,4,2,4
dfl12_116,dfl12_333,1583-01-06,9,10,8
dfl12_002,dfl12_333,1583-01-07,1,7,6
dfl12_116,dfl12_333,1583-01-31,0,5,8
dfl12_333,dfl12_330,1583-01-31,4,0,0
dfl12_002,dfl12_333,1583-02-10,1,7,6
dfl12_002,dfl12_333,1583-03-12,10,17,6
dfl12_002,dfl12_333,1583-03-12,4,13,4
dfl12_002,dfl12_333,1583-04-21,12,0,0
dfl12_002,dfl12_333,1583-06-26,29,13,4
dfl12_002,dfl12_333,1583-06-28,2,0,0
dfl12_002,dfl12_333,1583-08-04,12,0,0
dfl12_002,dfl12_333,1583-08-04,28,0,0
dfl12_002,dfl12_333,1583-08-20,1,2,8
dfl12_002,dfl12_333,1583-08-20,15,2,5
dfl12_002,dfl12_333,1583-09-24,10,0,0
dfl12_002,dfl12_333,1583-10-18,1,1,4
dfl12_002,dfl12_333,1583-10-18,4,3,4
dfl12_002,dfl12_333,1583-10-26,10,0,0
dfl12_002,dfl12_333,1583-11-05,7,12,4
dfl12_002,dfl12_333,1583-11-11,0,6,8
