credit,debit,date,l,s,d
463,333,1594-10-01,45,6,8
333,336,1594-10-01,536,13,4
333,433,1594-10-01,57,12,4
473,333,1594-10-04,107,9,5.5
476,333,1594-10-04,115,10,0
333,465,1594-10-04,139,2,4
442,333,1594-10-04,150,13,0
333,336,1594-10-04,26,1,9
278,333,1594-10-04,36,19,10
333,278,1594-10-04,41,14,8.5
216,333,1594-10-04,50,0,0
77,333,1594-10-04,9,5,9
25,333,1594-10-04,9,7,10.75
338,334,1583-12-26,105,17,5
334,278,1583-12-26,5000,0,0
171,334,1585-01-28,813,14,0
104,334,1585-03-15,861,13,4
2,334,1594-09-15,1800,0,0
334,322,1594-09-15,593,0,2
334,354,1594-09-30,14,18,4
334,370,1594-09-30,2,0,0
334,339,1594-09-30,254,9,6.875
334,433,1594-10-01,113,10,9
334,433,1594-10-01,128,15,3.5
77,334,1594-10-04,12,1,6
25,334,1594-10-04,12,4,3.75
465,334,1594-10-04,180,1,5.3333
334,465,1594-10-04,180,17,8
334,278,1594-10-04,26,13,4
334,278,1594-10-04,41,14,8.5
278,334,1594-10-04,72,17,5
465,334,1594-10-04,88,17,9
473,334,1594-12-15,107,9,5.5
476,334,1594-12-15,115,10,0
216,334,1594-12-15,50,0,0
338,335,1583-12-26,105,1,7
335,278,1583-12-26,3368,7,2.3333
2,335,1584-01-04,132,11,11
171,335,1585-01-28,830,0,8
104,335,1585-03-15,861,13,4
335,339,1594-09-10,29,13,1
335,339,1594-09-10,85,1,5
2,335,1594-09-13,533,6,8
335,354,1594-09-30,14,18,4
335,370,1594-09-30,2,0,0
335,339,1594-09-30,260,8,11.875
335,433,1594-10-01,128,15,3.5
470,335,1594-10-01,6,6,1
335,278,1594-10-04,41,14,8.5
77,335,1594-10-04,6,8,4
25,335,1594-10-04,6,9,9.75
335,465,1594-10-04,96,2,4
473,335,1594-12-15,107,9,5.5
476,335,1594-12-15,115,10,0
216,335,1594-12-15,50,0,0
338,336,1583-12-26,105,13,11
216,336,1583-12-26,200,0,0
336,278,1583-12-26,5000,0,0
222,336,1583-12-26,542,6,10
171,336,1585-01-28,828,12,4
104,336,1585-03-15,861,13,4
336,354,1594-09-30,14,18,4
336,370,1594-09-30,2,0,0
336,339,1594-09-30,261,6,0.875
336,433,1594-10-01,128,15,3.5
336,433,1594-10-01,139,13,6
25,336,1594-10-04,13,10,8.25
77,336,1594-10-04,13,7,6
336,465,1594-10-04,200,7,4
336,278,1594-10-04,41,14,8.5
171,336,1594-10-04,879,15,8.625
278,336,1594-10-04,89,12,8
473,336,1594-10-15,107,9,5.5
476,336,1594-10-15,115,10,0
216,336,1594-10-15,50,0,0
338,337,1583-12-26,105,0,11
216,337,1583-12-26,1400,0,0
216,337,1583-12-26,400,0,0
337,278,1583-12-26,5000,0,0
2,338,1583-11-05,6,0,2
278,338,1583-12-26,935,6,6
339,337,1584-01-07,3094,19,1
2,339,1584-03-22,2,0,0
2,339,1584-03-22,2,12,8
171,339,1584-11-28,826,4,4
340,319,1583-01-31,28,7,6
2,340,1584-01-04,28,7,6
341,278,1583-12-26,1631,12,9.6666
342,2,1583-03-12,16,13,4
342,2,1583-03-12,21,13,4
342,2,1584-09-25,20,19,0
220,342,1584-11-22,16,13,4
219,342,1584-11-22,21,13,4
342,2,1585-01-02,14,17,10
342,2,1585-01-16,14,0,0
342,2,1585-02-20,4,15,3.5
342,2,1594-09-20,12,13,4
278,342,1594-09-20,67,5,5.5
2,343,1583-04-09,8,5,2
2,343,1583-05-04,19,4,0
2,343,1583-06-11,24,0,0
344,2,1583-06-04,5,0,0
2,345,1583-09-15,31,5,0
71,348,1582-11-08,166,13,4
348,141,1582-11-08,166,13,4
348,141,1582-11-08,25,0,0
348,141,1582-11-08,66,13,4
349,141,1582-11-08,33,6,8
350,141,1582-11-08,300,0,0
216,350,1594-09-20,300,0,0
351,141,1582-11-08,12,0,0
2,351,1583-02-22,12,0,0
352,141,1582-11-08,160,0,0
2,352,1583-10-03,160,0,0
353,141,1582-11-08,160,0,0
2,353,1583-10-03,170,0,0
354,141,1582-11-08,133,6,8
2,354,1583-10-03,14,0,0
355,141,1582-11-08,16,13,4
61,355,1583-01-17,16,13,4
356,141,1582-11-08,16,13,4
256,356,1583-01-17,16,13,4
357,141,1582-11-08,4,3,4
75,357,1583-01-17,4,3,4
358,141,1582-11-08,48,0,0
2,358,1583-09-29,48,0,0
359,141,1582-11-08,48,0,0
2,359,1583-09-19,48,0,0
360,141,1582-11-08,48,0,0
2,360,1583-09-26,48,0,0
361,141,1582-11-08,48,0,0
2,361,1583-10-03,48,0,0
362,141,1582-11-08,64,0,0
2,362,1583-10-03,64,0,0
363,141,1582-11-08,250,0,0
2,363,1583-10-03,250,0,0
364,141,1582-11-08,166,13,4
265,364,1583-01-17,166,13,4
365,141,1582-11-08,33,6,8
281,365,1583-01-17,33,6,8
366,141,1582-11-08,8,6,8
2,366,1583-07-27,8,6,8
367,141,1582-11-08,33,6,8
2,367,1583-10-03,33,6,8
368,141,1582-11-08,300,0,0
2,368,1583-10-03,300,0,0
369,141,1582-11-08,64,0,0
2,369,1583-10-03,64,0,0
370,141,1582-11-08,16,0,0
371,141,1582-11-08,66,13,4
314,371,1583-01-17,66,13,4
372,141,1582-11-08,8,6,8
2,372,1583-06-28,8,6,8
373,141,1582-11-08,24,0,0
2,373,1583-08-12,1,10,0
2,373,1583-10-03,24,0,0
374,141,1582-11-08,200,0,0
2,374,1583-10-03,200,0,0
375,141,1582-11-08,100,0,0
2,375,1583-10-03,100,0,0
376,141,1582-11-08,8,6,8
324,376,1583-01-17,8,6,8
377,141,1582-11-08,10,0,0
96,377,1583-01-17,10,0,0
378,141,1582-11-08,4,3,4
2,378,1584-07-09,4,3,4
379,141,1582-11-08,8,6,8
80,379,1583-01-17,8,6,8
380,141,1582-11-08,4,3,4
381,141,1582-11-08,4,3,4
139,381,1583-01-17,4,3,4
382,141,1582-11-08,16,13,4
88,382,1584-11-22,16,13,4
383,141,1582-11-08,4,3,4
294,383,1583-01-17,4,3,4
384,141,1582-11-08,4,3,4
305,384,1583-01-17,4,3,4
385,141,1582-11-08,4,3,4
77,385,1583-01-17,4,3,4
386,141,1582-11-08,4,3,4
234,386,1583-01-17,4,3,4
387,141,1582-11-08,4,3,4
302,387,1583-01-17,4,3,4
388,141,1582-11-08,4,3,4
2,388,1583-10-28,4,3,4
389,141,1582-11-08,8,6,8
194,389,1594-09-30,8,6,8
390,141,1582-11-08,8,6,8
78,390,1583-01-17,8,6,8
391,141,1582-11-08,100,0,0
2,391,1583-10-03,100,0,0
392,141,1582-11-08,33,6,8
2,392,1583-02-12,33,6,8
393,141,1582-11-08,172,3,10
52,393,1583-01-17,172,3,10
394,141,1582-11-08,133,6,8
52,394,1583-01-17,133,6,8
395,141,1582-11-08,133,6,8
2,395,1583-10-03,133,6,8
396,141,1582-11-08,133,6,8
2,396,1583-10-03,133,6,8
2,396,1584-03-15,8,6,8
397,141,1582-11-08,133,6,8
2,397,1583-10-03,133,6,8
2,397,1584-01-24,8,6,8
398,141,1582-11-08,66,13,4
2,398,1583-10-03,66,13,4
399,141,1582-11-08,66,13,4
2,399,1583-10-03,66,13,4
400,141,1582-11-08,200,0,0
2,400,1583-02-12,33,6,8
2,400,1583-07-17,33,6,8
2,400,1583-09-19,33,6,8
2,400,1583-10-03,100,0,0
401,141,1582-11-08,16,13,4
96,401,1583-08-25,16,13,4
402,141,1582-11-08,66,13,4
2,402,1583-10-03,66,13,4
403,141,1582-11-08,66,13,4
2,403,1583-10-03,66,13,4
404,141,1582-11-08,166,13,4
2,404,1583-10-03,166,13,4
405,141,1582-11-08,400,0,0
140,405,1584-02-22,400,0,0
406,141,1582-11-08,32,0,0
2,406,1583-08-22,2,0,0
2,406,1583-10-03,32,0,0
407,141,1582-11-08,20,0,0
216,407,1583-11-16,20,0,0
408,141,1582-11-08,50,0,0
2,408,1583-10-03,50,0,0
409,2,1584-03-20,157,18,4
410,2,1584-03-15,311,5,0
411,2,1584-04-10,157,10,0
412,2,1584-04-10,167,8,8
413,2,1584-02-04,194,5,5
414,2,1584-05-24,31,0,0
414,2,1585-03-01,32,13,4
415,2,1584-03-30,230,1,10
416,2,1584-03-15,119,7,4
417,2,1584-04-10,157,10,0
418,2,1584-04-28,387,14,11
419,2,1584-02-08,113,18,1
420,2,1584-04-23,270,13,4
421,2,1584-05-07,512,13,9
422,2,1584-04-11,78,15,0
423,2,1584-02-11,159,11,8
424,2,1583-03-15,155,12,6
425,2,1584-04-22,157,5,10
426,2,1584-02-18,155,16,8
426,2,1584-03-15,157,10,0
427,2,1584-03-23,154,3,4
428,2,1584-03-15,155,16,8
429,2,1584-03-15,108,18,9
430,2,1584-02-18,156,5,0
431,2,1584-03-15,233,8,9
2,432,1584-01-16,4,0,0
2,432,1584-01-17,1,2,8
2,432,1584-02-11,9,5,4
2,432,1584-02-20,33,0,0
2,432,1584-03-15,1,3,8
2,432,1584-03-15,1,4,10
432,457,1584-09-13,1,3,3
2,432,1594-12-04,0,6,8
2,432,1594-12-04,0,9,8
2,432,1594-12-04,1,13,2
2,432,1594-12-04,1,2,8
2,432,1594-12-04,11,19,3
2,432,1594-12-04,13,9,6
2,432,1594-12-04,2,12,2
2,432,1594-12-04,37,3,4
2,432,1594-12-04,5,17,6
2,432,1594-12-13,0,12,0
2,432,1594-12-13,0,16,1
2,432,1594-12-13,0,5,0
2,432,1594-12-13,0,8,8
2,432,1594-12-13,1,4,0
2,432,1594-12-13,1,9,4.5
2,432,1594-12-13,14,16,2
2,432,1594-12-13,16,13,4
2,432,1594-12-13,16,13,4
2,432,1594-12-13,16,13,4
2,432,1594-12-13,2,0,0
2,432,1594-12-13,2,10,0
2,432,1594-12-13,20,4,2
2,432,1594-12-13,4,0,0
2,432,1594-12-13,4,5,0
2,432,1594-12-13,5,0,0
2,432,1594-12-13,50,0,0
2,432,1594-12-13,50,0,0
2,432,1594-12-13,74,6,8
2,432,1594-12-13,78,18,10
2,432,1594-12-20,7,6,8
200,433,1584-02-22,169,0,0
199,433,1584-02-22,757,3,5
169,433,1584-02-22,80,0,0
433,132,1584-03-27,0,0,1
433,296,1584-03-27,0,0,10
433,2,1584-03-27,0,1,0
433,309,1584-03-27,0,10,0
433,2,1584-03-27,0,3,0
433,263,1584-03-27,0,4,0
433,90,1584-03-27,10,0,0
433,137,1584-03-27,3,11,11
433,106,1584-03-27,67,8,3
36,433,1584-03-30,0,0,1
38,433,1584-03-30,0,6,0
244,433,1584-03-30,3,6,2
103,433,1584-03-30,9,16,11
2,433,1584-10-17,4,4,6
433,171,1585-01-28,0,0,1
171,433,1585-01-28,1,1,8
171,433,1585-01-28,100,0,0
102,433,1585-01-28,53,4,4
271,433,1585-01-28,7,15,3
171,433,1585-01-28,84,11,4
433,104,1594-09-05,1303,3,3
171,433,1594-09-05,155,8,4
104,433,1594-09-05,235,5,3
433,104,1594-09-05,235,5,3
433,104,1594-09-05,31,0,0
171,433,1594-09-05,690,10,8
433,465,1594-09-07,1221,6,1
2,433,1594-09-14,7,10,10
182,433,1594-09-15,0,0,1
433,191,1594-09-15,0,0,1
61,433,1594-09-15,0,0,10
433,61,1594-09-15,0,0,10
433,123,1594-09-15,0,0,7
433,318,1594-09-15,0,8,4
433,204,1594-09-15,136,10,1
76,433,1594-09-15,14,17,5
68,433,1594-09-15,15,10,0
102,433,1594-09-15,154,10,0
192,433,1594-09-15,179,10,10
45,433,1594-09-15,2,10,4
433,465,1594-09-15,205,5,3
48,433,1594-09-15,21,19,2
199,433,1594-09-15,210,1,1
189,433,1594-09-15,22,0,0
433,39,1594-09-15,222,3,8
465,433,1594-09-15,25,3,3
205,433,1594-09-15,296,4,6
82,433,1594-09-15,31,7,5
433,102,1594-09-15,322,0,7
65,433,1594-09-15,35,1,2
201,433,1594-09-15,39,16,5
433,102,1594-09-15,43,18,5
433,102,1594-09-15,441,9,6.5
433,200,1594-09-15,565,14,9
433,37,1594-09-15,69,7,7
271,433,1594-09-15,77,12,6
62,433,1594-09-15,83,1,10
2,433,1594-09-20,19,2,11
433,306,1594-09-20,33,9,11
454,433,1594-09-30,0,0,2
433,462,1594-09-30,104,10,10
433,465,1594-09-30,229,5,5
433,93,1594-09-30,300,0,0
433,257,1594-09-30,89,3,3
433,465,1594-09-30,99,13,0
435,2,1584-02-06,196,7,1
435,2,1584-09-25,280,14,7
436,438,1584-04-29,159,10,0
436,2,1594-09-15,33,16,10
437,2,1584-06-15,134,2,7
438,2,1584-11-16,159,10,0
439,2,1584-06-23,312,2,3
440,2,1584-06-21,79,8,7
441,442,1584-05-16,204,8,0
2,443,1584-05-23,17,7,10
2,444,1584-07-30,400,0,0
2,444,1584-08-04,136,0,0
2,444,1584-09-20,190,0,0
444,339,1584-11-28,726,0,0
445,2,1584-06-05,129,3,0
446,2,1584-06-17,406,5,0
2,447,1584-08-14,536,0,0
2,447,1584-09-20,190,0,0
447,339,1584-11-28,726,0,0
2,448,1584-06-13,400,0,0
2,448,1584-07-09,100,0,0
2,448,1584-08-14,36,0,0
448,339,1584-11-28,726,0,0
2,448,1584-12-27,190,0,0
2,449,1584-05-14,282,14,3
2,449,1584-10-25,443,5,9
449,339,1584-11-28,726,0,0
2,450,1584-06-13,300,0,0
2,450,1584-07-17,100,0,0
2,450,1584-08-14,136,0,0
2,450,1584-09-20,190,0,0
450,339,1584-11-28,726,0,0
2,451,1584-06-04,400,0,0
2,451,1584-08-14,136,0,0
2,451,1584-09-20,190,0,0
451,339,1584-11-28,726,0,0
2,452,1584-06-14,400,0,0
2,452,1584-08-14,136,0,0
2,452,1584-09-20,190,0,0
452,339,1584-11-28,726,0,0
2,453,1584-06-14,400,0,0
2,453,1584-08-14,136,0,0
2,453,1584-09-20,190,0,0
453,339,1584-11-28,726,0,0
454,2,1584-08-11,170,16,8
454,2,1584-09-07,699,13,4
454,2,1584-11-29,147,18,4
455,2,1584-12-20,88,0,0
455,2,1594-09-13,88,0,0
2,456,1584-07-04,312,10,0
457,460,1584-09-15,306,18,8
442,458,1584-07-30,8,10,0
458,290,1584-12-21,162,12,10.5
171,458,1584-12-29,161,5,0
459,2,1584-07-22,160,8,4
460,2,1584-09-16,306,18,8
461,2,1584-10-21,395,17,11
462,468,1594-09-05,1123,2,0
2,462,1594-09-13,17,11,0
465,462,1594-09-07,823,9,3
465,70,1594-09-10,880,15,1
465,277,1594-09-28,120,11,1
466,339,1594-09-10,118,12,6
465,466,1594-09-10,2314,1,0
466,339,1594-09-10,340,6,0
465,466,1594-09-10,529,7,7
465,466,1594-09-10,65,4,5
465,466,1594-09-10,7033,6,2
465,466,1594-09-10,73,4,5
465,466,1594-09-10,806,13,3
465,466,1594-09-10,927,19,4
466,329,1594-09-12,11,12,6
466,332,1594-09-12,11,12,6
466,329,1594-09-12,115,2,3
466,332,1594-09-12,115,2,3
466,329,1594-09-12,13,0,5
466,332,1594-09-12,13,0,5
466,333,1594-09-12,16,1,11
466,333,1594-09-12,165,10,0
466,333,1594-09-12,18,4,11
466,241,1594-09-12,237,5,1
466,241,1594-09-12,25,16,8
466,241,1594-09-12,28,18,8
466,329,1594-09-12,330,4,7
466,332,1594-09-12,330,4,7
466,333,1594-09-12,474,15,2
466,241,1594-09-12,680,12,0
466,329,1594-10-01,1731,14,4
466,332,1594-10-01,1731,14,4
466,336,1594-10-01,1731,14,4
466,332,1594-10-04,442,14,2
466,336,1594-10-04,442,14,2
466,477,1594-10-04,507,14,3
467,331,1594-09-10,16,3,4
467,330,1594-09-10,16,6,1.3333
467,331,1594-09-10,16,6,1.3333
467,334,1594-09-10,16,6,1.3333
467,330,1594-09-10,1620,12,10.3333
467,331,1594-09-10,1620,12,10.3333
467,334,1594-09-10,1620,12,10.3333
465,467,1594-09-10,1735,10,9
467,334,1594-09-10,18,12,0
467,331,1594-09-10,184,19,0
467,330,1594-09-10,20,3,0
467,334,1594-09-10,214,8,0
467,330,1594-09-10,228,12,5
467,339,1594-09-10,255,4,6
465,467,1594-09-10,48,18,4
465,467,1594-09-10,4861,18,8
467,331,1594-09-10,530,12,0
465,467,1594-09-10,54,18,4
465,467,1594-09-10,604,19,11
467,334,1594-09-10,615,0,8
467,330,1594-09-10,655,17,0
467,339,1594-09-10,88,19,5
468,470,1594-09-12,1,1,8
469,2,1594-09-20,131,11,3
2,472,1594-09-15,33,6,8
2,473,1594-09-14,0,10,0
2,473,1594-09-14,0,12,8
2,473,1594-09-14,0,14,7.5
2,473,1594-09-14,0,6,6
2,473,1594-09-14,1,10,0
2,473,1594-09-14,1,9,0
2,473,1594-09-14,110,0,0
2,473,1594-09-14,164,6,5.5
2,473,1594-09-14,2,16,0
2,473,1594-09-14,4,13,0
2,473,1594-09-14,4,3,4
2,473,1594-09-14,52,16,3
473,2,1594-09-14,54,13,4
2,473,1594-09-14,6,11,10
2,473,1594-09-14,62,10,3
2,473,1594-09-14,7,6,0
2,473,1594-09-14,75,0,0
2,473,1594-09-14,9,3,8
2,474,1594-09-14,58,0,0
3,475,1594-09-20,0,0,1
4,475,1594-09-20,0,0,1
5,475,1594-09-20,0,0,1
8,475,1594-09-20,0,15,2
475,227,1594-09-20,0,9,0
475,233,1594-09-20,1,6,0
7,475,1594-09-20,10,4,0
10,475,1594-09-20,11,5,0
475,224,1594-09-20,15,0,0
475,226,1594-09-20,15,19,2
9,475,1594-09-20,16,4,10
6,475,1594-09-20,17,17,6
475,229,1594-09-20,18,13,10
475,225,1594-09-20,18,15,5
475,231,1594-09-20,2,13,3
475,228,1594-09-20,22,7,6
475,264,1594-09-20,4,12,8
475,223,1594-09-20,5,9,4
475,230,1594-09-20,6,17,5
475,235,1594-09-20,67,8,11
475,232,1594-09-20,7,0,0
475,246,1594-09-20,70,2,6
217,476,1594-09-20,117,6,8
42,476,1594-09-20,140,0,0
220,476,1594-09-20,266,13,4
221,476,1594-09-20,266,13,4
214,476,1594-09-20,48,0,0
218,476,1594-09-20,85,6,8
465,477,1594-09-30,814,15,10
465,477,1594-10-01,1666,13,4
2,478,1594-10-15,8,6,8
171,480,1594-12-16,2137,7,5.25
