id,dfl12,dfl12bis,account,label,group,type,kinship,location,notes
dfl12_283,280,NA,Hester van Eeckeren_1,Hester van Eeckeren,Hester van Eeckeren,Loan,TRUE,,"Wife of Jan Noirot. After interest, £603.12.6 was written off on 19 September 1583 on the account of Robert van Eeckeren (nr 74, 50a–50b), thereby closing the account."
dfl12_284,281,NA,Wouter Aertsen and Maria de Wale,Wouter Aertsen and Maria de Wale,Wouter Aertsen,Loan,TRUE,,After interest £145.2.9 was paid in two different payments
dfl12_285,282,215,Carlo della Faille,Carlo della Faille,Carlo,Heir,TRUE,,Carlo was not involved in many interactions with the sterfhuis. The only credit is from the bequest of Goyvaerts. He then had two debts. This left Carlo with a credit to the sterfhuis of £71.19.4. 12 Bis: Paid by cassa.
dfl12_286,283,216,D'erffgenaemen of Maria della Faille,Heirs of Maria della Faille,Maria,Heir,TRUE,,The additional £16.13.4 comes from her 1/8th part in the 800 gulden from Ambrosio Goyvaerts. 12 Bis: The money was used by Marten to purchase 200 gulden erffrente in the huys of Jan Vrinden in the Langenieuwesstraete. It was purchased from Fernando Helman.
dfl12_287,284,92,Jan della Faille_2,Jan della Faille,Jan,Heir,TRUE,,"Jan begins with a credit of £113.2.10 and then after a payment he made to the cassa, all of the entries are various debts, mostly to the cassa. The payments from the cassa amounted to £1330.17.9 1/2. The total debts were £1351.3.1 1/2. Thus, Jan was left with a debt to the sterfhuis of £1205.15.10. 12 Bis: Brought over to the account of his paternal inheritance on 7 January 1584"
dfl12_288,285,217,Oncosten van English wool,Expenses of English wool,Wool,Goods,FALSE,,"£200 placed in credit in advance of the expected losses from the £624 sterling concerning the Merchant Adventurers. 12 Bis: Total credit is augmented to £220.17.4, but the debts reach £515.17.8, mainly through payments made by the cassa, therefore the account continues with a debt of £295.0.4."
dfl12_289,286,17,Creditors of this Book,Creditors of the Book,Jan de Oude,Estate,FALSE,Antwerp,"Paternal estate: This is essentially the paternal inheritance of the heirs of Jan de Oude. It is the calculation of the wealth of Jan de Oude. The book begins with a credit of £41112.10.5. This is the capital of Jan de Oude in 1578, see DFL 13-4 page 2 #2 as well as Carlo's explanation in DvdM 57-107. All of the entries, both credit and debit take place on the date of the rekening of 26 December 1583 (15831226). All of the entries here are in order to bring an end to and even out the accounts mentioned here."
dfl12_290,287,218,Marcus Stecher,Marcus Stecher,Marcus Stecher,Giovane,TRUE,London,"Named as Marcus Stickers in the book, but this is Marcus Stecher, who was a brother of Marten’s wife Sibilla Stecher. This money was held by the estate, because he had served the branch of London poorly when Marten was the head of the branch. 12 Bis: Paid by cassa."
dfl12_291,288,NA,Peeter Mesureur,Peeter Mesureur,Peeter Mesureur,Trade,FALSE,Valenciennes,Sold three kerseys that were placed on the account Carseyen overhoop.
dfl12_292,289,NA,Jacques Noirot_1,Jacques Noirot,Jacques Noirot,Giovane,TRUE,,"After an increase of £33.6.8 from a bequest from the testament of Jan de Oude (291b) the credit was £333.6.8. Jacques Noirot was paid mostly by gaining possession of kerseys that were sent on a ship from London to Venice. He was on the ship. The amount given to him for this, £224.10.5, include the expenses, but one would assume that any profit he gained above this would be his to keep."
dfl12_293,290,272,Gheeraert Corhase,Gheeraert Corhase,Gheeraert Corhase,Giovane,FALSE,Venice,Corhaes was a servant in Venice for six years. The account tells that he was paid £10 for the first three years and then £16.13.4 for the last three years. His service ended on 10 August 1584. On 6 July 1583 the branch in Verona paid him £40. He was then a factor for Marten in Naples.
dfl12_294,291,219,Gedeputeerde van 20000 gulden,"Delegates of 20,000 gulden",Antwerp,Political,FALSE,Antwerp,"12 Bis: Written off on Creditors of the Book (nr 17, 15-21)."
dfl12_295,292,220,Capitael of Marten della Faille,Marten della Faille,Marten,Inheritance,TRUE,Antwerp,Maternal inheritance. 12 Bis: The credit of Marten's account is augmented to £7472.6.0 1/24. The debits total £7507.6.1 14/24. This leaves Marten with a debt of £35.0.1 13/14 on the next rekening.
dfl12_296,293,221,Oncosten van't process tegens Daniel de Hane,Expenses of the lawsuit against Daniel de Hane,Daniel de Hane,Law,TRUE,,The debits of the account are all for payments made by the cassa dealing with expenses for the lawsuit. These range from gifts to the secretary Goyvaerts to paperwork and payments for hearings. There are multiple entries dealing with the purchase of wine. It is these debits that are interesting.
dfl12_297,294,NA,Onse Provise,Commission trade,Commission trade,Trade,FALSE,Antwerp,Written off on the account of oncosten van coopmansschappen (89b–90a)
dfl12_298,295,NA,Jacques Rugge,Jacques Rugge,Jacques Rugge,Trade,FALSE,,Payment of money through various people.
dfl12_299,296,NA,Jan Wallaert,Jan Wallaert,Jan Wallaert,Trade,FALSE,,Paid by cassa through order of Dierick de Jaghere.
dfl12_300,297,NA,Christiaen van Wiele_1,Christiaen van Wiele,Christiaen van Wiele,Law,FALSE,,After interest of £18.18.9 the amount of £443.18.9 was paid out.
dfl12_301,298,243,Dierick de Jaghere,Dierick de Jaghere,Dierick de Jaghere,Trade,TRUE,Kortrijk,"12 Bis: Total credit of £162.12.10 1/2 was paid by Marten (nr 149, 102)"
dfl12_302,299,222,Jacques della Faille_2,Jacques della Faille,Jacques,Heir,TRUE,,"There is no indication why Jacques is owed £1. The account continues with the same amount without any explanation. 12 Bis: On 30 March 1584 the credit is placed on Jacques' other rekening (nr 280, 194-195)."
dfl12_303,300,223,Jan Bernaert_1,Jan Bernaert,Jan Bernaert,Miscellaneous,TRUE,,12 Bis: Paid by cassa
dfl12_304,301,NA,Jan Nollet,Jan Nollet,Jan Nollet,Loan,FALSE,,After interest £123.8.9 was paid by the cassa through Jacques and Jan de Wale
dfl12_305,302,224,Rigo Minauw nieuwe rekening,Rigo Minauw new account,Rigo Minauw,Trade,FALSE,Cologne,Postmaster in Cologne. 12 Bis: Written off on his other account nr 49
dfl12_306,303,NA,Gedeputeerde van de fortificatie der stadt van Antwerpen,Delegates of the fortification of Antwerpen,Antwerp,Political,FALSE,Antwerp,Written off on the account of oncosten van coopmansschappen.
dfl12_307,304,226,Jan de Backere,Jan de Backere,Jan de Backere,Written off,FALSE,,"12 Bis: Written off on Winninge ende verlies (nr 124, 84-92)."
dfl12_308,305,NA,Joos Grendel,Joos Grendel,Joos Grendel,Trade,FALSE,,Credit seems to have dealt with Dierick de Jaghere. Paid by cassa.
dfl12_309,306,NA,Hendrick della Faille_2,Hendrick della Faille,Hendrick della Faille,Kin,TRUE,,Written off on the account of Pauwels della Faille
dfl12_310,307,229,D'erffgenaemen van Anna de Hane_2,Heirs of Anna de Hane,Anna de Hane,Estate,TRUE,,"Part of the money was invested in the trade of Jan de Oude at 8%. I am not sure why the account remains open. Possibly because not everyone had agreed to not ask for more from the inheritance of Anna de Hane. 12 Bis: The credit is augmented by interest for 11 years at the rate of £54.6.10 per year. The amount for the interest appears to be correct, but the beginning credit and the ending credit are both errors. The amounts I have put are correct."
dfl12_311,308,NA,Robert and Maria Frumault_1,Robert and Maria Frumault,Robert and Maria Frumault,Loan,TRUE,,This must be for the inheritance of Anna de Hane. After interest £409.4.7 was paid in two payments.
dfl12_312,309,231,Jan de Oude_2,Jan de Oude,Jan de Oude,Estate,TRUE,Antwerp,"Bequests: The credits of the account are some bequests given by Jan de Oude, including payments to the aalmoezeniers and poor of Antwerp. The debits include payments made for expenses at the time of Jan de Oude's death and a payment made to Tanneken and Lynken Noirot. 12 Bis: The credit is augmented by a payment to cassa to £780.18.4 1/2. A debt of £757.18.4 1/2 was written off on Creditors of the Book (nr 17, 15-21) to close the account."
dfl12_313,310,232,Jan de Vooght_2,Jan de Vooght,Jan de Vooght,Trade,FALSE,,"Purchased linen for Jan de Oude in 1574–1578. After the addition of £4.3.4 for the 25 gulden he was given in the testament of Jan de Oude he was owed a total of £14.6.11 1/2, £12.10.0 was paid. 12 Bis: Written off on account nr 22, 22."
dfl12_314,311,NA,Philippma van Heyden,Philippma van Heyden,Philippma van Heyden,Loan,FALSE,,
dfl12_315,312,NA,D'erffegaemen of Herman Pottey,Heirs of Herman Pottey,Heirs of Herman Pottey,Loan,TRUE,,Payments made by the cassa in London and in Antwerp for the debt of Jan de Oude to the heirs of Herman Pottey that mainly derived from a promise made by Jan de Oude to give the heirs of Herman Pottey £1000.
dfl12_316,313,62,Marten Ensberger nieuw rekening,Marten Ensberger new account,Marten Ensberger,Factor,FALSE,Hamburg,(Hencxberger or Entzesperger) in Hamburg. 12 Bis: One debt for a wisselbrief and then many credits.
dfl12_317,314,275,Oswaldus Cleynhans ende company,Oswaldus Cleynhans and company,Oswaldus Cleynhans and company,Trade,FALSE,,Transportation company. 12 Bis: The credit reached £519.15.5
dfl12_318,315,NA,Henrick Hulsscher,Henrick Hulsscher,Henrick Hulsscher,Written off,FALSE,,Written off on oncosten van coopmansschappen.
dfl12_319,316,NA,Jems Boel,Jems Boel,Bills of exchange,Wissel,FALSE,,"Wissel from London of £159.3.4, while original credit of £0.5.0 written off on oncosten van coopmanschappen"
dfl12_320,317,235,Luis Cutsini_2,Luis Cutsini,Luis Cutsini,Written off,FALSE,,"12 Bis: Written off on Winninge ende verlies (nr 124, 84-92)."
dfl12_321,318,236,Capitael of Jacques della Faille,Jacques della Faille,Jacques,Inheritance,TRUE,,Maternal inheritance. 12 Bis: Written off on Voyagie van London and on his paternal inheritance.
dfl12_322,319,237,Adriaen van Afferden de Jonge,Adriaen van Afferden de Jonge,Adriaen van Afferden de Jonge,Written off,FALSE,,
dfl12_323,320,238,Jan Pellicoren_2,Jan Pellicoren,Jan Pellicoren,Erffgoed,FALSE,,Dealing with the house Calcoeten. Received £130 from Jan Helduwier and Bernardino Paluasmo (nr 162)
dfl12_324,321,NA,Hester and Cornelia della Faille,Hester and Cornelia della Faille,Hester and Cornelia,Heir,TRUE,,This is a bequest of £9.15 each from the testament of Adriaen van Affaerden. This credit is written off on their separate accounts (207a and 209a).
dfl12_325,322,NA,Jan van Borne in Verona loopende rekeninge,Jan van Borne running account,Jan van Borne,Factor,TRUE,Verona,"Jan van Borne's running account begins with a credit of £2549.4.6 1/2. Jan van Borne was the factor in Verona (Polonien) (nr 108, 102b–106b) and so most of the larger amounts deal with the branch of Verona. Jan van Borne was paid a salary along with profits of £800. Then, in order to close the account he was debtor of £2540.18.10 1/2 to the Branch in Verona, which seems to have been paid through wissel."
dfl12_326,323,NA,Schilderye op doeck,Paintings on canvass,Paintings on canvass,Written off,FALSE,,Doek means cloth and canvas.
dfl12_327,324,NA,Jems Tipman,Jems Tipman,Jems Tipman,Trade,FALSE,,Received through payment to cassa and book transfer
dfl12_328,325,NA,Jacob de Rinck,Jacob de Rinck,Jacob de Rinck,Miscellaneous,FALSE,,Paid by cassa
dfl12_329,326,239,Walran Helbau,Walran Helbau,Walran Helbau,Written off,FALSE,Lille,"12 Bis: Written off on Winninge ende verlies (nr 124, 84-92). He worked in Lille and purchased grosgrains for the Della Failles."
dfl12_330,327,271,Marten della Faille_1,Marten della Faille,Marten,Heir,TRUE,Antwerp,"Marten begins with a credit of £1176.4.1. The credits come from various transfers and wissels. He is also creditor for purchases made by siblings of furniture and jewels of Jan de Oude. The debts are for payments from the cassa, items he purchased from the sterfhuis in the auction, and wissels that he paid for. The account ends with Marten as creditor of £18.18.4. 12 Bis: Marten received £49.12.5 from the cassa in order to close the account. The credit and debit sums from DFL 12 are not correct, but the amount remaining at the end of the book is correct. The account actually ends with a debit of 1/2 denier which is not accounted for in 12bis due to an accounting error"
dfl12_331,328,NA,Jan de Backere and Sevaes Wouters,Jan de Backere and Sevaes Wouters,Jan de Backere and Sevaes Wouters,Trade,FALSE,Venice,They were a firm with Backere in Venice and Wouters in Antwerp. Wissels from Venice and also for mirrors sent from Venice.
dfl12_332,329,NA,Melchior Noirot,Melchior Noirot,Melchior Noirot,Giovane,TRUE,,The £50 was paid out on 11 August 1583 to Jan della Faille on the order of Melchior Noirot.
dfl12_333,330,274,Steven della Faille,Steven della Faille,Steven,Inheritance,TRUE,,"Maternal inheritance. Many of the debts are payments from the cassa. The most interesting are payments dealing with and even to Jeanne Schuttens, his ex-wife."
dfl12_334,331,NA,Carlo Lanfranchi,Carlo Lanfranchi,Bills of exchange,Wissel,FALSE,,Wissel from Venice
dfl12_335,332,227,Jan van Woonsel_1,Jan van Woonsel,Jan van Woonsel,Bequest,FALSE,,Written down on 17 January 1583 on the rekening of Jan de Oude legaten
dfl12_336,333,NA,Simon Rodrigues,Simon Rodrigues,Bills of exchange,Wissel,FALSE,,Wissel from Marten Ensberger
dfl12_337,334,NA,Jan Struyck,Jan Struyck,Jan Struyck,Erffgoed,FALSE,,Creditor for two years of rent
dfl12_338,335,NA,Roelant Verbraken,Roelant Verbraken,Bills of exchange,Wissel,FALSE,,Wissel to Venice
dfl12_339,336,NA,Synken della Faille weduwe of Peeter della Faille,"Synken della Faille, widow of Peeter della Faille","Synken della Faille, widow of Peeter della Faille",Kin,TRUE,,
dfl12_340,337,256,Jan della Faille_paternal,Jan della Faille,Jan,Inheritance,TRUE,,"Paternal inheritance after a debit of £102.8.3 for receiving 'diverse meubelen, clederen, ende silverwerck' (278a). 12 Bis: Total credits reached £5514.15.0 3/8."
dfl12_341,338,257,Marten della Faille_paternal,Marten della Faille,Marten,Inheritance,TRUE,Antwerp,"Paternal inheritance after a debit of £105.11.11 for receiving 'diverse meubelen, clederen, ende silverwerck' (278a) and for receiving the groot huys on the Huyvettersstaete worth £1600. 12 Bis: The credit reached £4211.2.9. The account ends with a debit of 1/3 d due to an accounting error."
dfl12_342,339,258,Anna della Faille_paternal,Anna della Faille,Anna,Inheritance,TRUE,,"Paternal inheritance after a debit of £105.4.6 for receiving 'diverse meubelen, clederen, ende silverwerck' (278a). 12 Bis: Her credit was not augmented at all. There is an error in the account. The account should be open with a credit of 1/3 d."
dfl12_343,340,259,Carlo della Faille_paternal,Carlo della Faille,Carlo,Inheritance,TRUE,,"Paternal inheritance after a debit of £102.8.2 for receiving 'diverse meubelen, clederen, ende silverwerck' (278a). 12 Bis: The credit reached £5327.13.0 7/8."
dfl12_344,341,260,Jacques della Faille_paternal,Jacques della Faille,Jacques,Inheritance,TRUE,,"Paternal inheritance after a debit of £104.0.0 for receiving 'diverse meubelen, clederen, ende silverwerck' (278a). 12 Bis: The credit reached £6855.6.7 7/8."
dfl12_345,342,261,Steven della Faille_paternal,Steven della Faille,Steven,Inheritance,TRUE,,"Paternal inheritance after a debit of £105.17.5 for receiving 'diverse meubelen, clederen, ende silverwerck' (278a). 12 Bis: The credit reached £6250.2.4 7/8"
dfl12_346,343,262,D'erffgenaemen of Maria della Faille_paternal,Heirs of Maria della Faille,Maria,Inheritance,TRUE,,"Paternal inheritance after a debit of £105.1.7 for receiving 'diverse meubelen, clederen, ende silverwerck' (278a). 12 Bis: The credit reached £3921.19.9 3/24"
dfl12_347,344,263,Hester della Faille_paternal,Hester della Faille,Hester,Inheritance,TRUE,,"Paternal inheritance after a debit of £105.13.11 for receiving 'diverse meubelen, clederen, ende silverwerck' (278a), £200 for the house in the schuttershoffstraete (193b), and £542.6.10 for 30 bunderen of land in Beveren (126a and 198b–199a). Total debit: £848.0.9. 12 Bis: The credit reached £5696.15.3 3/8."
dfl12_348,345,264,Cornelia della Faille_paternal,Cornelia della Faille,Cornelia,Inheritance,TRUE,,"Paternal inheritance after a debit of £105.0.11 for receiving 'diverse meubelen, clederen, ende silverwerck' (278a), £400 for the cleyn house in the huyvettersstraete next to the groot huis (193a), and £1400 for 30 bunderen of land in Sevenbergen (193a) (total debit of £1905.0.11). 12 Bis: Written off on Capital of Cornelia (nr 265, 184-187)."
dfl12_349,346,NA,Sterfhuis of Jan de Oude,Jan de Oude,Jan de Oude,Estate,FALSE,Antwerp,"Household goods: This account is for the furniture and silverwerk of Jan de Oude that was divided among the heirs. Because this is paid out to the heirs, this is placed on the credit of the account of the creditors of the Book n. 9 (nr 286 227b–231b)."
dfl12_350,347,265,Capitael van Cornelia della Faille,Cornelia della Faille,Cornelia,Inheritance,TRUE,,"DFL 12: List of amounts given out to the other Della Faille children on pages 148a–148b. 12 Bis: This is the disbursal of Cornelia's inheritance to her siblings. The total credit, taking her paternal and maternal inheritance, was £10416.11.1 1/2. The sororal inheritance is given to the accounts dealing with the inheritance of London and then to the accounts of the paternal inheritance of all of the siblings. There is a calculation error in the account in 12bis. The debt of the account is calculated incorrectly, and the account should end with a debit of £0.19.11 1/4"
dfl12_351,348,266,Erffgenaemen van Maria della Faille,Heirs of Maria della Faille,Maria,Heir,TRUE,,The heirs of Maria are creditor on 31 January 1583 for payment by Marten for furniture from Jan de Oude that Louis Malapert did not want. 12 Bis: Paid by cassa by Marten on 4 January 1584.
dfl12_352,349,267,D'erffgenaemen van Maria della Faille,Heirs of Maria della Faille,Maria,Inheritance,TRUE,,"This is the other 1/3 of the £5000 from n. 343 (275b–276b). Jan de Oude gave this 1/3 to his eight children in his testament. However, in his codicille he gave this to the discretion of Jan, Jacques, and Marten to give to the heirs of Maria."
dfl12_353,350,269,Innecommen van diverse renten,Income of various rents,Rents,Erffgoed,FALSE,Antwerp,"These entries are debits to the cassa contant ontfangen, because it is money that is coming into the cassa from various loans. 12 Bis: The credit reached £105.12.1 1/2"
dfl12_354,351,NA,Guilliam Marischal,Guilliam Marischal,Bills of exchange,Wissel,FALSE,,Three wissels that are paid to London
dfl12_355,352,NA,Anna Sirens of Dort,Anna Sirens of Dort,Bills of exchange,Wissel,FALSE,,Sending payment to her son in Venice
dfl12_356,353,NA,Lodewyck Blommaert_2,Lodewyck Blommaert,Bills of exchange,Wissel,FALSE,,Wissel to Venice
dfl12_357,354,NA,Gout ende Silverdraet,Gold and silver thread,Gold and silver thread,Goods,FALSE,,6lbs sold in London and then written off through account of Napelse Syde nr 66
dfl12_358,355,NA,Geleyen Lytgat,Geleyen Lytgat,Geleyen Lytgat,Miscellaneous,FALSE,,Book transfer with Ghysbrecht Tytgat
dfl12_359,356,NA,Armen der stadt van Antwerpen,Poor of Antwerpen,Poor,Bequest,FALSE,,"Payments to the poor included £66.13.4, to the aalmoezeniers,£166.13.4 for the improvement of the house of the late Catharina Aertsen, and £25 to the ‘gevangenen dalhuyse ende vindelingen decken.’ The £166.13.4 was written off on the account of Catharina Aertsen. The remaining £91.13.4 was written off on the account of Jan de Oude (242a–244a) under the entry for £159.0.3."
dfl12_360,357,NA,Aalmoezeniers of Antwerpen,Aalmoezeniers of Antwerpen,Aalmoezeniers of Antwerpen,Bequest,FALSE,Antwerp,The aalmoezaniers are creditors for a maeltyt from the testament. Written off on the account of Jan de Oude (242a–244a) under the entry for £159.0.3.
dfl12_361,358,247,Armen of Wevelgem,Poor of Wevelgem,Poor,Bequest,FALSE,,They are given an estimated 7.5 bunderen in Wevelgem that Jan de Oude left them in his testament. 12 Bis: Written off on erffgoeden for the 7.25 bunderen in Wevelgem.
dfl12_362,359,NA,Jan Bernaert_2,Jan Bernaert,Jan Bernaert,Bequest,TRUE,,Bequest to Jan Bernaert's oldest daughter for marriage gift. He was paid £12 by the cassa on 22 February 1583.
dfl12_363,360,NA,Losynken van Brugge,Losynken van Brugge,Losynken van Brugge,Bequest,TRUE,,Widow of Peeter della Faille. Lyffrenten: For 16 years of the £10 she was yearly bequeathed for the rest of her life. The entry then explains that the capital from all of the 'lyffrenten' bequeathed by Jan de Oude is taken for 16 years and placed in the hands of Marten. Marten is to pay the lyffrenten yearly. The money remaining in the account after the death of the 'legaten' will be brought under the 'gemeyne masse' 'tusschen den erffgenaemen gelyckelyck gedeylt te worden.'
dfl12_364,361,NA,Synken della Faille daughter of Peeter della Faille,"Synken della Faille, daughter of Peeter della Faille","Synken della Faille, daughter of Peeter della Faille",Bequest,TRUE,,"Lyffrenten: The cassa paid Marten this amount. On 16 November 1583 £10 for the renten was paid out on the account of oncosten van coopmansschappen. It also tells that Synken was in Haarlem, and that she was paid through Margarita Hoogersteyn."
dfl12_365,362,248,Beelken della Faille_2,Beelken della Faille,Beelken della Faille,Bequest,TRUE,,"Lyffrenten: After £14 was given to Catharina Nollet, widow of Peeter della Faille Bernaerssen (for two years of payments) £119.6.8 remains in credit. 12 Bis: Due to the death of Beelken the money is given back to the heirs of Jan de Oude on 30 September 1591 for £14.18.4 each."
dfl12_366,363,NA,Hilaria della Faille_3,Hilaria della Faille,Hilaria della Faille,Bequest,TRUE,,"Written off on her loopende rekeninge nr 62, 35a–39b"
dfl12_367,364,NA,Gaspar Losschaert_2,Gaspar Losschaert,Gaspar Losschaert,Bequest,TRUE,,"Written off on his loopende rekeninge nr 264, 216a–217b. Losschaert also received a gift of £400 (nr 413)"
dfl12_368,365,NA,Antonio van Neste_2,Antonio van Neste,Antonio van Neste,Bequest,TRUE,,"Written off on his loopende rekeninge nr 76, 51b–52b"
dfl12_369,366,NA,Catharina de Wale,Catharina de Wale,Catharina de Wale,Bequest,TRUE,,Lyffrenten: The cassa paid Marten this amount. She was wife of Jan Verbeke (pensionary) and widow of Herman Pottey. The money is given to the three children she had with Herman Pottey.
dfl12_370,367,NA,Jacques de Wale_2,Jacques de Wale,Jacques de Wale,Bequest,TRUE,,"Lyffrenten: Son of Jan de Oude's sister, Johnanna della Faille. Jacques was paid the full £48 owed for his lyffrenten by the cassa on 19 September 1583. This was likely because he was one of the few people to receive lyffrenten who was also involved in trade."
dfl12_371,368,NA,Jan de Wale_3,Jan de Wale,Jan de Wale,Bequest,TRUE,,"Lyffrenten: Son of Jan de Oude's sister, Johnanna della Faille. Jan de Wale received the full £48 from the cassa on 26 September 1583."
dfl12_372,369,NA,Maria de Wale,Maria de Wale,Maria de Wale,Bequest,TRUE,,Wife of Wouter Aertsen. Lyffrenten: The cassa paid Marten this amount
dfl12_373,370,NA,Children of Dierick de Jaghere and Johanna de Wale,Children of Dierick de Jaghere and Johanna de Wale,Dierick de Jaghere,Bequest,TRUE,,"Janneken, Jacques, and Gillis de Jaghere. Lyffrenten: The cassa paid Marten this amount. Each child was to receive 6 gulden per year each."
dfl12_374,371,NA,Hester van Eeckeren_2,Hester van Eeckeren,Hester van Eeckeren,Bequest,TRUE,,"ife of Jan Noirot. The cassa paid Marten this amount. This is given on condition that it will go to her 5 youngest children Adriaen, Robert, Jaspar, Melchior, and Balten and that she will renounce all claims to the sterfhuis of Marten and Anna de Hanne, her grandmother and grandfather."
dfl12_375,372,NA,Tanneken and Lynken Noirot_2,Tanneken and Lynken Noirot,Tanneken and Lynken Noirot,Bequest,TRUE,,"Written off on their accounts (nr 273, 220a–220b). This is to be given to them when they marry with the consent of their mother, Hester van Eeckeren, as well as Jan, Marten, and Jacaues. This seems to be in addition to the 2200 gulden they are to get at their marriage."
dfl12_376,373,NA,Jacques Noirot_2,Jacques Noirot,Jacques Noirot,Bequest,TRUE,,Written off on his lopende rekening n. 289 (232b–233b) and paid by cassa.
dfl12_377,374,NA,Jan Noirot de Jonge,Jan Noirot de Jonge,Jan Noirot de Jonge,Bequest,FALSE,,Jan Noirot received this amount from the cassa on 27 July 1583
dfl12_378,375,NA,Robert and Maria Frumault_2,Robert and Maria Frumault,Robert and Maria Frumault,Bequest,TRUE,,The cassa paid Marten this amount. This is the 100 gulden that they were each due from the testament on condition that they came to an agreement with the executors over the sterfhuis of Anna de Hane.
dfl12_379,376,NA,Sara_Lenora_Urssula van Driel,"Sara, Lenora, and Urssula van Driel",Van Driel sisters,Bequest,TRUE,,The cassa paid Marten this amount. This is the 600 gulden that was given to each in the testament on condition that they renounce all claims to the sterfhuis of Anna de Hane.
dfl12_380,377,NA,Hendrick della Faille_3,Hendrick della Faille,Hendrick della Faille,Bequest,TRUE,,Lyffrenten: The cassa paid Marten this amount
dfl12_381,378,249,Maria Segers,Maria Segers,Maria Segers,Bequest,TRUE,,"Niece of Jan de Oude and living in Kortrijk. Lyffrenten: They live in Kortrijk, and the account is still open 12 Bis: The amount was divided among the heirs after he death. This was done on 30 September 1594 with each getting £2."
dfl12_382,379,NA,Jan van Borne_2,Jan van Borne,Jan van Borne,Bequest,TRUE,,"Written off on his account nr 322, 254a–256a"
dfl12_383,380,NA,Maria Hoyes,Maria Hoyes,Maria Hoyes,Bequest,FALSE,,This amount was given to her from the cassa as shown by a quitantie made by Lieven van Rockeghem on 28 June 1583
dfl12_384,381,NA,Jan de Hilte,Jan de Hilte,Jan de Hilte,Bequest,FALSE,,Living in Wilryck (Histe). Lyffrenten: The cassa paid Marten this amount. Oncosten van Coopmanschappen owes £1.10 for a year of this bequest. The cassa paid this to him and then gave the rest to Marten.
dfl12_385,382,NA,Jeronimo and Andrea della Faille,Jeronimo and Andrea della Faille,Jeronimo and Andrea della Faille,Bequest,TRUE,,Bastard sons of Jan della Faille de Jonge. These are the bastard sons of Jan della Faille. They are each to receive £100 when they marry with the consent of Jan. The cassa paid Marten this amount.
dfl12_386,383,NA,Cornelis della Faille,Cornelis della Faille,Cornelis della Faille,Bequest,TRUE,,"Bastard son of Marten. The cassa paid Marten this amount. He is to receive this money when he marries with the consent of Marten. There is no mention of Hans (Gio) della Faille, who was the other bastard son of Marten."
dfl12_387,384,NA,Jan van Woonsel_2,Jan van Woonsel,Jan van Woonsel,Bequest,FALSE,,"Written off on his running account nr 332, 270a"
dfl12_388,385,NA,Joos de Voghele_3,Joos de Voghele,Joos de Voghele,Bequest,TRUE,,"Written off on his running account nr 99, 93b–94b. Jan de Oude also gave his wife, Catharina della Faille, a bequest of £16.13.4 (nr 409)."
dfl12_389,386,250,Vincentia della Faille,Vincentia della Faille,Vincentia della Faille,Bequest,TRUE,,Wife of Jan Berrewyns. The account remains open.. Paid to her husband Jan Berrewyns on 9 July 1584.
dfl12_390,387,NA,Catharina de Hane and Frederico de Molin,Catharina de Hane and Frederico de Molin,Catharina de Hane,Bequest,TRUE,,"Written off on the account of Catharina de Hane nr 81, 60b–64a. Each are given 25 gulden."
dfl12_391,388,NA,Lucretia de Hane,Lucretia de Hane,Lucretia de Hane,Bequest,TRUE,,"Widow of Daniel de Hane in Venice. Written off on the branch in Venice so that the amount can be given to her (nr 178, 162a–168b)"
dfl12_392,389,NA,Luis Cutsini_3,Luis Cutsini,Luis Cutsini,Bequest,FALSE,,"Written off on his running account nr 147, 146a–147a"
dfl12_393,390,251,Jan Widhols and Jan Jacomo,Jan Widhols and Jan Jacomo,Jan Widhols,Bequest,FALSE,,"Jan Jacomo is son of Jan Widhols. Each are to receive 50 gulden for their 'goeden dienst'. The account remains open. They are to get 50 gulden each. Written off on his running account (nr 99, 74-75)"
dfl12_394,391,NA,Henrick or Rigo Minauw in Cologne,Henrick or Rigo Minauw,Henrick or Rigo Minauw,Bequest,FALSE,,"Written off on their account nr 302, 240a"
dfl12_395,392,NA,Marten Ensberger,Marten Ensberger,Marten Ensberger,Bequest,FALSE,Hamburg,"(Hencxberger or Enzesperger) in Hamburg. Written off on his account nr 313, 246b–249b"
dfl12_396,393,NA,Willem van den Mey_3,Willem van den Mey,Willem van den Mey,Bequest,FALSE,,"Written off on his account nr 78, 52b–56a"
dfl12_397,394,NA,Martynken van Capellen_2,Martynken van Capellen,Martynken van Capellen,Bequest,TRUE,,"Wife of Henrick van Berge. Written off on her account nr 242, 203b–204a"
dfl12_398,395,NA,Jan de Vooght_3,Jan de Vooght,Jan de Vooght,Bequest,FALSE,,"Written off on his account nr 310, 244a–244b"
dfl12_399,396,NA,Maria Calvaert,Maria Calvaert,Maria Calvaert,Bequest,TRUE,,The amount was paid to her from the cassa on 28 October 1583
dfl12_400,397,252,Cornelia Dittermans,Cornelia Dittermans,Cornelia Dittermans,Bequest,FALSE,,Daughter of Janneken van Borne
dfl12_401,398,NA,Francisco van Eeckeren_3,Francisco van Eeckeren,Francisco van Eeckeren,Bequest,TRUE,,"Written off on his account nr 79, 56a"
