dfl12,dfl12bis,credit,debit,account_1,relationship,account_2,date,librae,solidi,denarii,lsd,tr_type,notes
221,172,dfl12_002,dfl12_224,De dekens van de Goutsmits camer,debtor,Cassa,15940914,1,11,6,1.11.6,,
222,173,dfl12_001,dfl12_225,Philips Hockaert,debtor,Balance on 8 November,15821108,69,6,8,69.6.8,,
222,173,dfl12_225,dfl12_002,Philips Hockaert,creditor,Cassa,15940913,4,6,8,4.6.8,,
222,173,dfl12_002,dfl12_225,Philips Hockaert,debtor,Cassa,15940914,0,11,6.5,0.11.6 1/2,,
223,174,dfl12_001,dfl12_226,Erffgoeden,debtor,Balance on 8 November,15821108,5186,3,4.5,5186.3.4 1/2,Inheritance,This is the estimation of the value of the immovable property of Jan de Oude. This lists the different properties but does not give the values.
223,174,dfl12_226,dfl12_076,Erffgoeden,creditor,Robert van Eeckeren_1,15830913,100,0,0,100.0.0,Inheritance,Robert had received a year of rente from Peeter Rutgeert for the land in Zevenbergen
223,174,dfl12_337,dfl12_226,Erffgoeden,debtor,Jan Struyck,15831116,74,6,8,74.6.8,Inheritance,For 2 years renten from Hans Struyck from the hoeve in Wilryck
223,174,dfl12_002,dfl12_226,Erffgoeden,debtor,Cassa,15940914,400,0,0,400.0.0,Inheritance,
224,175,dfl12_001,dfl12_227,Rente van 44 gulden erffelyck op de huysen van Jan de Clerck,debtor,Balance on 8 November,15821108,117,6,8,117.6.8,,
225,176,dfl12_001,dfl12_228,Rente van 32 gulden erffen op't huys t'Gulden Cruys in the manstraete,debtor,Balance on 8 November,15821108,85,6,8,85.6.8,,
225,176,dfl12_228,dfl12_002,Rente van 32 gulden erffen op't huys t'Gulden Cruys in the manstraete,creditor,Cassa,15940912,22,19,10,22.19.10,,
225,176,dfl12_228,dfl12_002,Rente van 32 gulden erffen op't huys t'Gulden Cruys in the manstraete,creditor,Cassa,15940913,16,0,0,16.0.0,,
226,177,dfl12_001,dfl12_229,Rente van 150 gulden erffelyck opden Grooten Beer op de Groote Merct,debtor,Balance on 8 November,15821108,425,0,0,425.0.0,,
226,177,dfl12_002,dfl12_229,Rente van 150 gulden erffelyck opden Grooten Beer op de Groote Merct,debtor,Cassa,15940914,0,1,8,0.1.8,,
226,177,dfl12_002,dfl12_229,Rente van 150 gulden erffelyck opden Grooten Beer op de Groote Merct,debtor,Cassa,15940914,0,11,6,0.11.6,,
226,177,dfl12_002,dfl12_229,Rente van 150 gulden erffelyck opden Grooten Beer op de Groote Merct,debtor,Cassa,15940914,0,8,4,0.8.4,,
226,177,dfl12_002,dfl12_229,Rente van 150 gulden erffelyck opden Grooten Beer op de Groote Merct,debtor,Cassa,15940914,3,2,8,3.2.8,,
226,177,dfl12_002,dfl12_229,Rente van 150 gulden erffelyck opden Grooten Beer op de Groote Merct,debtor,Cassa,15940914,6,4,5.5,6.2.4 1/2,,
226,177,dfl12_229,dfl12_485,Rente van 150 gulden erffelyck opden Grooten Beer op de Groote Merct,creditor,Huis de Grooten Beer op de Groote Merct,15940920,10,8,7.5,10.8.7 1/2,,
226,177,dfl12_229,dfl12_485,Rente van 150 gulden erffelyck opden Grooten Beer op de Groote Merct,creditor,Huis de Grooten Beer op de Groote Merct,15940920,400,0,0,400.0.0,,
227,178,dfl12_001,dfl12_230,Rente van 100 gulden erffelyck op den Witten Leeuw in de Silversmitsstraete,debtor,Balance on 8 November,15821108,283,6,8,283.6.8,Erffgoed,
227,178,dfl12_230,dfl12_002,Rente van 100 gulden erffelyck op den Witten Leeuw in de Silversmitsstraete,creditor,Cassa,15940913,50,0,0,50.0.0,Erffgoed,
227,178,dfl12_230,dfl12_002,Rente van 100 gulden erffelyck op den Witten Leeuw in de Silversmitsstraete,creditor,Cassa,15940913,68,15,6.66666666666667,68.15.6 2/3,Erffgoed,
228,179,dfl12_001,dfl12_231,Rente van 100 gulden erffelyck op Calcoten inde Sackstraete,debtor,Balance on 8 November,15821108,283,0,0,283.0.0,,
228,179,dfl12_231,dfl12_002,Rente van 100 gulden erffelyck op Calcoten inde Sackstraete,creditor,Cassa,15940912,12,13,4,12.13.4,,
228,179,dfl12_231,dfl12_002,Rente van 100 gulden erffelyck op Calcoten inde Sackstraete,creditor,Cassa,15940912,14,8,9.33333333333333,14.8.9 1/3,,
228,179,dfl12_231,dfl12_002,Rente van 100 gulden erffelyck op Calcoten inde Sackstraete,creditor,Cassa,15940912,16,13,4,16.13.4,,
228,179,dfl12_231,dfl12_002,Rente van 100 gulden erffelyck op Calcoten inde Sackstraete,creditor,Cassa,15940912,55,19,8.66666666666667,55.19.8 2/3,,
228,179,dfl12_231,dfl12_002,Rente van 100 gulden erffelyck op Calcoten inde Sackstraete,creditor,Cassa,15940913,16,13,4,16.13.4,,
228,179,dfl12_231,dfl12_002,Rente van 100 gulden erffelyck op Calcoten inde Sackstraete,creditor,Cassa,15940913,16,13,4,16.13.4,,
228,179,dfl12_231,dfl12_002,Rente van 100 gulden erffelyck op Calcoten inde Sackstraete,creditor,Cassa,15940913,16,2,3,16.2.3,,
228,179,dfl12_231,dfl12_002,Rente van 100 gulden erffelyck op Calcoten inde Sackstraete,creditor,Cassa,15940913,33,6,8,33.6.8,,
229,NA,dfl12_001,dfl12_232,Dierick de Jagere rekening van erffgoeden,debtor,Balance on 8 November,15821108,542,6,10,542.6.10,,
231,181,dfl12_234,dfl12_001,Bapta Tornello,creditor,Balance on 8 November,15821108,5,9,4,5.9.4,,
232,182,dfl12_235,dfl12_001,Peeter and Antonio Donati in Venice,creditor,Balance on 8 November,15821108,15,0,0,15.0.0,,
233,183,dfl12_236,dfl12_001,Lanckpeper van Loys Bragadin,creditor,Balance on 8 November,15821108,18,15,5,18.15.5,,
234,184,dfl12_237,dfl12_001,Crediteuren of Huybrecht Houtappel,creditor,Balance on 8 November,15821108,15,19,2,15.19.2,,
235,185,dfl12_238,dfl12_001,Oude rebarbe in huys bevonden,creditor,Balance on 8 November,15821108,0,9,0,0.9.0,,
236,186,dfl12_239,dfl12_001,Monna and Lacha van Benedicto Venier and brothers,creditor,Balance on 8 November,15821108,22,7,6,22.7.6,,
237,187,dfl12_240,dfl12_001,Coopmansschappen van Beneditto Venier and brothers,creditor,Balance on 8 November,15821108,18,13,10,18.13.10,,
238,188,dfl12_241,dfl12_001,Swert out Seven staet voor rekeninge van Beneditto Venier and brothers,creditor,Balance on 8 November,15821108,6,17,5,6.17.5,,
239,189,dfl12_242,dfl12_001,Blomcoolsaet Jan van Chrisostomo de Mazi,creditor,Balance on 8 November,15821108,2,13,3,2.13.3,,
240,190,dfl12_243,dfl12_001,Jan Ambriosio dorco,creditor,Balance on 8 November,15821108,7,0,0,7.0.0,,
241,191,dfl12_244,dfl12_001,Joris Naus,creditor,Balance on 8 November,15821108,1,6,0,1.6.0,,
242,NA,dfl12_245,dfl12_001,Martynken van Capellen_1,creditor,Balance on 8 November,15821108,73,0,0,73.0.0,,
242,NA,dfl12_002,dfl12_245,Martynken van Capellen_1,debtor,Cassa,15830801,4,3,4,4.3.4,,
242,NA,dfl12_002,dfl12_245,Martynken van Capellen_1,debtor,Cassa,15830801,75,13,2,75.13.2,,
243,192,dfl12_246,dfl12_001,Carel Helman,creditor,Balance on 8 November,15821108,67,8,11,67.8.11,,
244,193,dfl12_247,dfl12_001,Aert Cornelis Lootgietere,creditor,Balance on 8 November,15821108,12,7,9,12.7.9,,
245,194,dfl12_248,dfl12_001,Guilliam Ghyselinck,creditor,Balance on 8 November,15821108,2,6,8,2.6.8,,
246,195,dfl12_249,dfl12_001,Christoffel Pruynen,creditor,Balance on 8 November,15821108,16,15,6,16.15.6,,
247,196,dfl12_250,dfl12_001,Rugge Vellekens,creditor,Balance on 8 November,15821108,5,10,8,5.10.8,,
248,197,dfl12_251,dfl12_001,Anna della Faille,creditor,Balance on 8 November,15821108,3041,13,4,3041.13.4,,"This is for Anna's maternal inheritance. She begins the rekening with a credit of £3041.13.4, which was the £3050 she had invested in the trade of Jan de Oude since 1578 minus a small debt she had obviously taken out."
248,197,dfl12_116,dfl12_251,Anna della Faille,debtor,Carseyen overhoop,15830106,9,6,4,9.6.4,,
248,197,dfl12_251,dfl12_330,Anna della Faille,creditor,Marten della Faille_1,15830131,20,6,2,20.6.2,,
248,197,dfl12_065,dfl12_251,Anna della Faille,debtor,Lynwaeten,15830131,7,14,8,7.14.8,,
248,197,dfl12_330,dfl12_251,Anna della Faille,debtor,Marten della Faille_1,15830705,20,2,6,20.2.6,,
248,197,dfl12_002,dfl12_251,Anna della Faille,debtor,Cassa,15831018,16,13,4,16.13.4,,
248,197,dfl12_002,dfl12_251,Anna della Faille,debtor,Cassa,15831212,0,5,8,0.5.8,,The cassa paid to Simon Jordaens (an oudecleerencooper)
248,197,dfl12_251,dfl12_038,Anna della Faille,creditor,Winninge ende verlies_1,15831215,990,12,2,990.12.2,Profits,Maternal profits
248,197,dfl12_002,dfl12_251,Anna della Faille,debtor,Cassa,15840107,400,0,0,400.0.0,,
248,197,dfl12_002,dfl12_251,Anna della Faille,debtor,Cassa,15840315,350,0,0,350.0.0,,
248,197,dfl12_002,dfl12_251,Anna della Faille,debtor,Cassa,15840322,150,0,0,150.0.0,,
248,197,dfl12_112,dfl12_251,Anna della Faille,debtor,Voyagie van London,15840322,2015,0,0,2015.0.0,,
248,197,dfl12_076,dfl12_251,Anna della Faille,debtor,Robert van Eeckeren_1,15840330,101,3,7,101.3.7,,
248,197,dfl12_251,dfl12_265,Anna della Faille,creditor,Anna della Faille rekeninge bysonder,15841102,200,0,0,200.0.0,Accounting,This amount was mistakenly brought over to Anna della Faille rekeninge bysonder ( dfl12_265). It was then placed on dfl12_251. I am not sure what actually happened here.
248,197,dfl12_295,dfl12_251,Anna della Faille,debtor,Capitael of Marten della Faille,15841124,200,0,0,200.0.0,Accounting,This amount was mistakenly brought over to Anna della Faille rekeninge bysonder ( dfl12_265). It was then placed on dfl12_251. I am not sure what actually happened here.
248,197,dfl12_251,dfl12_365,Anna della Faille,creditor,Beelken della Faille_2,15940920,14,18,4,14.18.4,,
248,197,dfl12_251,dfl12_350,Anna della Faille,creditor,Capitael van Cornelia della Faille,15940920,191,7,0.875,191.7.0 7/8,,
248,197,dfl12_251,dfl12_381,Anna della Faille,creditor,Maria Segers,15940920,2,0,0,2.0.0,,
248,197,dfl12_251,dfl12_342,Anna della Faille,creditor,Anna della Faille_paternal,15940920,525,12,10,525.12.10,Accounting,Close account of her paternal inheritance
248,197,dfl12_265,dfl12_251,Anna della Faille,debtor,Anna della Faille rekeninge bysonder,15940930,50,13,4,50.13.4,,
248,197,dfl12_251,dfl12_445,Anna della Faille,creditor,Winninge ende verlies_2,15941001,128,15,3.5,128.15.3 1/2,,
248,197,dfl12_251,dfl12_477,Anna della Faille,creditor,Voyagie van London nieuwe rekening,15941001,155,14,8,155.14.8,,
248,197,dfl12_251,dfl12_289,Anna della Faille,creditor,Creditors of this Book,15941001,41,14,8.5,41.14.8 1/2,,
248,197,dfl12_251,dfl12_445,Anna della Faille,creditor,Winninge_ende_verlies_2,15941001,79,17,6,79.17.6,,
248,197,dfl12_028,dfl12_251,Anna della Faille,debtor,Jan de Vooght_1,15941004,10,10,3.75,10.10.3 3/4,Bad_debt,
248,197,dfl12_080,dfl12_251,Anna della Faille,debtor,Willem van den Mey_2,15941004,10,7,11,10.7.11,,
248,197,dfl12_181,dfl12_251,Anna della Faille,debtor,Voyagie van Venice nieuwe rekening,15941004,1517,3,9.29166666666667,1517.3.9 7/24,,
248,197,dfl12_477,dfl12_251,Anna della Faille,debtor,Voyagie van London nieuwe rekening,15941004,180,1,5.33333333333333,180.1.5 1/3,,
248,197,dfl12_344,dfl12_251,Anna della Faille,debtor,Jacques della Faille_paternal,15941004,20,5,6,20.5.6,,
248,197,dfl12_289,dfl12_251,Anna della Faille,debtor,Creditors of this Book,15941004,51,5,2,51.5.2,,
248,197,dfl12_482,dfl12_251,Anna della Faille,debtor,Robert van Eeckeren_2,15941004,8,18,11,8.18.11,,
248,197,dfl12_485,dfl12_251,Anna della Faille,debtor,Huis de Grooten Beer op de Groote Merct,15941215,107,9,5.5,107.9.5 1/2,,
248,197,dfl12_488,dfl12_251,Anna della Faille,debtor,Capital of diverse rente,15941215,115,10,0,115.10.0,,
248,197,dfl12_251,dfl12_490,Anna della Faille,creditor,Oncosten van d'erffgenaemen of Jan de Oude_2,15941215,3,6,8,3.6.8,,
248,197,dfl12_295,dfl12_251,Anna della Faille,debtor,Capitael of Marten della Faille,15941215,3,6,8,3.6.8,,
248,197,dfl12_226,dfl12_251,Anna della Faille,debtor,Erffgoeden,15941215,50,0,0,50.0.0,Inheritance,
249,244,dfl12_252,dfl12_001,Hester della Faille,creditor,Balance on 8 November,15821108,5327,6,8,5327.6.8,,
249,244,dfl12_002,dfl12_252,Hester della Faille,debtor,Cassa,15821213,6,0,0,6.0.0,,
249,244,dfl12_116,dfl12_252,Hester della Faille,debtor,Carseyen overhoop,15830106,11,12,5,11.12.5,,
249,244,dfl12_002,dfl12_252,Hester della Faille,debtor,Cassa,15830122,6,0,0,6.0.0,,
249,244,dfl12_252,dfl12_330,Hester della Faille,creditor,Marten della Faille_1,15830131,9,6,2,9.6.2,,
249,244,dfl12_002,dfl12_252,Hester della Faille,debtor,Cassa,15830216,7,2,6,7.2.6,,Cassa paid Jacques for a stuk of lywaet
249,244,dfl12_002,dfl12_252,Hester della Faille,debtor,Cassa,15830711,1,6,8,1.6.8,,
249,244,dfl12_002,dfl12_252,Hester della Faille,debtor,Cassa,15830802,6,0,0,6.0.0,,
249,244,dfl12_002,dfl12_252,Hester della Faille,debtor,Cassa,15830923,10,0,0,10.0.0,,
249,244,dfl12_002,dfl12_252,Hester della Faille,debtor,Cassa,15831006,16,0,0,16.0.0,,
249,244,dfl12_002,dfl12_252,Hester della Faille,debtor,Cassa,15831012,20,0,0,20.0.0,,
249,244,dfl12_002,dfl12_252,Hester della Faille,debtor,Cassa,15831105,23,18,9,23.18.9,,
249,244,dfl12_252,dfl12_055,Hester della Faille,creditor,Ambrosius Goyvaerts_1,15831116,16,13,4,16.13.4,,For her 1/8th part from the £133.6.8 (this is the 'capitale penningen vanden 50 gulden tsiaers) bequeethed to Ambrosius Goyvaerts by Jan de Oude who has since died
249,244,dfl12_252,dfl12_038,Hester della Faille,creditor,Winninge ende verlies_1,15831215,1732,4,2.5,1732.4.2 1/2,,
249,244,dfl12_112,dfl12_252,Hester della Faille,debtor,Voyagie van London,15831215,18,12,0,18.12.0,,Paid to Hester while she was in London.
249,244,dfl12_252,dfl12_324,Hester della Faille,creditor,Hester and Cornelia della Faille,15831215,9,15,0,9.15.0,,This is a bequest of £9.15 each from the testament of Adriaen van Affaerden. This credit is written off on their separate accounts (207a and 209a).
249,244,dfl12_002,dfl12_252,Hester della Faille,debtor,Cassa,15831221,22,13,4,22.13.4,,
249,244,dfl12_002,dfl12_252,Hester della Faille,debtor,Cassa,15840107,600,0,0,600.0.0,,
249,244,dfl12_002,dfl12_252,Hester della Faille,debtor,Cassa,15840121,0,11,0,0.11.0,,
249,244,dfl12_002,dfl12_252,Hester della Faille,debtor,Cassa,15840315,1051,15,6,1051.15.6,,
249,244,dfl12_112,dfl12_252,Hester della Faille,debtor,Voyagie van London,15840322,3565,0,0,3565.0.0,,
249,244,dfl12_347,dfl12_252,Hester della Faille,debtor,Hester della Faille_paternal,15940930,756,0,9.5,756.0.9 1/2,,
250,268,dfl12_253,dfl12_001,Cornelia della Faille,creditor,Balance on 8 November,15821108,5333,6,8,5333.6.8,,
250,268,dfl12_002,dfl12_253,Cornelia della Faille,debtor,Cassa,15821201,11,5,8,11.5.8,,For funeral
250,268,dfl12_002,dfl12_253,Cornelia della Faille,debtor,Cassa,15821224,6,0,0,6.0.0,,
250,268,dfl12_116,dfl12_253,Cornelia della Faille,debtor,Carseyen overhoop,15830106,11,12,5,11.12.5,,For funeral
250,268,dfl12_002,dfl12_253,Cornelia della Faille,debtor,Cassa,15830107,8,18,8,8.18.8,,
250,268,dfl12_002,dfl12_253,Cornelia della Faille,debtor,Cassa,15830218,0,5,4,0.5.4,,
250,268,dfl12_002,dfl12_253,Cornelia della Faille,debtor,Cassa,15830218,1,0,0,1.0.0,,
250,268,dfl12_002,dfl12_253,Cornelia della Faille,debtor,Cassa,15830218,2,1,2,2.1.2,,
250,268,dfl12_002,dfl12_253,Cornelia della Faille,debtor,Cassa,15830218,6,6,6,6.6.6,,
250,268,dfl12_253,dfl12_153,Cornelia della Faille,creditor,Marten della Faille_sororal_1,15830221,2,15,0,2.15.0,,
250,268,dfl12_253,dfl12_002,Cornelia della Faille,creditor,Cassa,15830221,3,14,7,3.14.7,,
250,268,dfl12_002,dfl12_253,Cornelia della Faille,debtor,Cassa,15830711,2,18,8,2.18.8,,
250,268,dfl12_002,dfl12_253,Cornelia della Faille,debtor,Cassa,15831102,1,0,0,1.0.0,,
250,268,dfl12_002,dfl12_253,Cornelia della Faille,debtor,Cassa,15831115,12,0,0,12.0.0,,Paid to the aalmoezeniers
250,268,dfl12_002,dfl12_253,Cornelia della Faille,debtor,Cassa,15831124,16,13,4,16.13.4,,Gift to the poor paid to aalmoezenier
250,268,dfl12_002,dfl12_253,Cornelia della Faille,debtor,Cassa,15831208,3,6,0,3.6.0,,
250,268,dfl12_253,dfl12_038,Cornelia della Faille,creditor,Winninge ende verlies_1,15831215,1732,4,2.5,1732.4.2 1/2,,
250,268,dfl12_253,dfl12_324,Cornelia della Faille,creditor,Hester and Cornelia della Faille,15831215,9,15,0,9.15.0,,
250,268,dfl12_350,dfl12_253,Cornelia della Faille,debtor,Capitael van Cornelia della Faille,15840107,7009,19,1.5,7009.19.1 1/2,Accounting,To close the maternal account
251,198,dfl12_254,dfl12_001,Jacques della Faille de Oude_2,creditor,Balance on 8 November,15821108,56,6,3,56.6.3,,
252,10,dfl12_255,dfl12_001,Maria Volders,creditor,Balance on 8 November,15821108,82,6,8,82.6.8,,
252,10,dfl12_002,dfl12_255,Maria Volders,debtor,Cassa,15830201,85,12,10,85.12.10,,
253,199,dfl12_256,dfl12_001,Olifants tanden ende root sandelhout from Angelo Lion in Lisbon,creditor,Balance on 8 November,15821108,49,0,3,49.0.3,,
254,200,dfl12_257,dfl12_001,Salzaparilla van Adriaen de Groote,creditor,Balance on 8 November,15821108,70,2,6,70.2.6,,
255,201,dfl12_258,dfl12_001,Ferdinando de Frias Canelhos,creditor,Balance on 8 November,15821108,33,18,4,33.18.4,,
256,202,dfl12_259,dfl12_001,Maria van der Capellen,creditor,Balance on 8 November,15821108,200,0,0,200.0.0,,
257,203,dfl12_260,dfl12_001,Rogier de Vendevillo,creditor,Balance on 8 November,15821108,9,5,0,9.5.0,,
258,NA,dfl12_261,dfl12_001,Maria van Driel,creditor,Balance on 8 November,15821108,108,10,0,108.10.0,,
258,NA,dfl12_002,dfl12_261,Maria van Driel,debtor,Cassa,15830510,6,5,0,6.5.0,,
258,NA,dfl12_002,dfl12_261,Maria van Driel,debtor,Cassa,15831212,107,11,6,107.11.6,,
259,NA,dfl12_262,dfl12_001,Catharina van Driel,creditor,Balance on 8 November,15821108,106,5,0,106.5.0,,
259,NA,dfl12_002,dfl12_262,Catharina van Driel,debtor,Cassa,15830219,6,5,0,6.5.0,,
259,NA,dfl12_002,dfl12_262,Catharina van Driel,debtor,Cassa,15831128,106,5,0,106.5.0,,
260,204,dfl12_263,dfl12_001,Daniel Hoochstetter,creditor,Balance on 8 November,15821108,19,1,7,19.1.7,,
261,205,dfl12_264,dfl12_001,Passchier van eele van Brugge,creditor,Balance on 8 November,15821108,28,6,5,28.6.5,,
261,205,dfl12_002,dfl12_264,Passchier van eele van Brugge,debtor,Cassa,15940913,24,0,0,24.0.0,,
262,206,dfl12_265,dfl12_001,Anna della Faille rekeninge bysonder,creditor,Balance on 8 November,15821108,149,6,8,149.6.8,,
263,NA,dfl12_266,dfl12_001,Urssula van Driel,creditor,Balance on 8 November,15821108,77,16,4.5,77.16.4 1/2,,
263,NA,dfl12_002,dfl12_266,Urssula van Driel,debtor,Cassa,15831128,82,5,7,82.5.7,,
264,NA,dfl12_267,dfl12_001,Gaspar Losschaert_1,creditor,Balance on 8 November,15821108,353,1,10,353.1.10,,
264,NA,dfl12_002,dfl12_267,Gaspar Losschaert_1,debtor,Cassa,15821128,10,0,0,10.0.0,,
264,NA,dfl12_316,dfl12_267,Gaspar Losschaert_1,debtor,Marten Ensberger nieuw rekening,15830115,0,7,10,0.7.10,,
264,NA,dfl12_002,dfl12_267,Gaspar Losschaert_1,debtor,Cassa,15830202,20,0,0,20.0.0,,
264,NA,dfl12_002,dfl12_267,Gaspar Losschaert_1,debtor,Cassa,15830325,15,0,0,15.0.0,,
264,NA,dfl12_002,dfl12_267,Gaspar Losschaert_1,debtor,Cassa,15830706,12,0,0,12.0.0,,
264,NA,dfl12_002,dfl12_267,Gaspar Losschaert_1,debtor,Cassa,15830808,80,0,0,80.0.0,Wissel,
264,NA,dfl12_002,dfl12_267,Gaspar Losschaert_1,debtor,Cassa,15830820,20,0,0,20.0.0,,
264,NA,dfl12_002,dfl12_267,Gaspar Losschaert_1,debtor,Cassa,15830927,16,13,4,16.13.4,Bequest,
264,NA,dfl12_002,dfl12_267,Gaspar Losschaert_1,debtor,Cassa,15831021,94,14,0,94.14.0,,
265,207,dfl12_268,dfl12_001,Oncosten van conduitten,creditor,Balance on 8 November,15821108,483,1,3.5,483.1.3 1/2,,
265,207,dfl12_268,dfl12_043,Oncosten van conduitten,creditor,Peeter della Faille de Jonge,15830106,0,15,0,0.15.0,,
265,207,dfl12_316,dfl12_268,Oncosten van conduitten,debtor,Marten Ensberger nieuw rekening,15830315,0,5,10,0.5.10,,On the account of Marten Ensberger nieuw rekening on page 33 lists this as £0.15.10
265,207,dfl12_316,dfl12_268,Oncosten van conduitten,debtor,Marten Ensberger nieuw rekening,15830315,27,10,8,27.10.8,,
265,207,dfl12_037,dfl12_268,Oncosten van conduitten,debtor,Jaspar Celosse,15830327,30,12,2,30.12.2,,
265,207,dfl12_316,dfl12_268,Oncosten van conduitten,debtor,Marten Ensberger nieuw rekening,15830328,1,15,8,1.15.8,,
265,207,dfl12_316,dfl12_268,Oncosten van conduitten,debtor,Marten Ensberger nieuw rekening,15830328,13,15,1,13.15.1,,
265,207,dfl12_002,dfl12_268,Oncosten van conduitten,debtor,Cassa,15840121,4,10,4,4.10.4,,For freight from Venice to Antwerp
265,207,dfl12_091,dfl12_268,Oncosten van conduitten,debtor,Jan Widhols nieuw rekening,15840222,11,9,11,11.9.11,,
265,207,dfl12_091,dfl12_268,Oncosten van conduitten,debtor,Jan Widhols nieuw rekening,15840222,162,4,11,162.4.11,,
265,207,dfl12_268,dfl12_084,Oncosten van conduitten,creditor,Jan Verbeke,15840222,17,0,2,17.0.2,,3 bales of linen from Hamburg to Venice
265,207,dfl12_268,dfl12_149,Oncosten van conduitten,creditor,Luis Cutsini_1,15840222,24,13,10.5,24.13.10 1/2,,
265,207,dfl12_163,dfl12_268,Oncosten van conduitten,debtor,Jan Walter,15840222,44,10,4,44.10.4,,
265,207,dfl12_090,dfl12_268,Oncosten van conduitten,debtor,Erardo Beham nieuw rekening,15840222,50,11,5,50.11.5,,
265,207,dfl12_268,dfl12_073,Oncosten van conduitten,creditor,Jan de Wale_1,15840222,6,16,6,6.16.6,,8 bales of camelotten to Hamburg and then London
265,207,dfl12_317,dfl12_268,Oncosten van conduitten,debtor,Oswaldus Cleynhaus ende company,15840714,274,8,2,274.8.2,,
265,207,dfl12_316,dfl12_268,Oncosten van conduitten,debtor,Marten Ensberger nieuw rekening,15840726,0,11,0,0.11.0,,
265,207,dfl12_091,dfl12_268,Oncosten van conduitten,debtor,Jan Widhols nieuw rekening,15850128,16,16,6,16.16.6,,
265,207,dfl12_002,dfl12_268,Oncosten van conduitten,debtor,Cassa,15940913,11,14,0,11.14.0,,
265,207,dfl12_002,dfl12_268,Oncosten van conduitten,debtor,Cassa,15940913,63,15,0,63.15.0,,For the salary of Jan Widhols in Augsburg
265,207,dfl12_002,dfl12_268,Oncosten van conduitten,debtor,Cassa,15940913,67,3,9,67.3.9,,For the salary of Marten Ensberger
265,207,dfl12_091,dfl12_268,Oncosten van conduitten,debtor,Jan Widhols nieuw rekening,15940920,47,13,1,47.13.1,,
266,NA,dfl12_269,dfl12_001,Gillis del Ponte and Hilaria della Faille,creditor,Balance on 8 November,15821108,1600,0,0,1600.0.0,,
267,NA,dfl12_270,dfl12_001,Hendrick della Faille_1,creditor,Balance on 8 November,15821108,48,19,2,48.19.2,,
267,NA,dfl12_002,dfl12_270,Hendrick della Faille_1,debtor,Cassa,15830929,62,2,8,62.2.8,,
268,208,dfl12_271,dfl12_001,Oncosten van arrested wool,creditor,Balance on 8 November,15821108,54,0,4.5,54.0.4 1/2,,
268,208,dfl12_002,dfl12_271,Oncosten van arrested wool,debtor,Cassa,15840507,1,10,4,1.10.4,,
268,208,dfl12_002,dfl12_271,Oncosten van arrested wool,debtor,Cassa,15840813,33,6,8,33.6.8,,
269,209,dfl12_272,dfl12_001,Louis Malapert_2,creditor,Balance on 8 November,15821108,25,0,0,25.0.0,,
270,210,dfl12_273,dfl12_001,Rekeninghe van armen,creditor,Balance on 8 November,15821108,336,15,5.5,336.15.5 1/2,,
270,210,dfl12_289,dfl12_273,Rekeninghe van armen,debtor,Creditors of this Book,15940920,336,15,5.5,336.15.5 1/2,Accounting,To close the account
271,211,dfl12_274,dfl12_001,Gillis Bontenaken,creditor,Balance on 8 November,15821108,0,2,0,0.2.0,,
272,212,dfl12_275,dfl12_001,Jan de Lannoy_2,creditor,Balance on 8 November,15821108,4,12,8,4.12.8,,
273,NA,dfl12_276,dfl12_001,Tanneken and Lynken Noirot_1,creditor,Balance on 8 November,15821108,200,0,0,200.0.0,,
273,NA,dfl12_002,dfl12_276,Tanneken and Lynken Noirot_1,debtor,Cassa,15831003,433,6,8,433.6.8,Bequest,Paid to Marten della Faille
274,NA,dfl12_277,dfl12_001,Joos van Damme,creditor,Balance on 8 November,15821108,133,6,6,133.6.6,Loan,
274,NA,dfl12_277,dfl12_098,Joos van Damme,creditor,Oncosten van coopmansschappen,15830628,8,6,8,8.6.8,Interest,This seems to be one of the entries on the missing pages of Oncosten van coopmansschappen
274,NA,dfl12_002,dfl12_277,Joos van Damme,debtor,Cassa,15830730,8,6,8,8.6.8,,"Seems to be paid by the cassa, but only says ‘contant betaelt zyn’"
274,NA,dfl12_002,dfl12_277,Joos van Damme,debtor,Cassa,15831006,135,8,4,135.8.4,,"Seems to be paid by the cassa, but only says ‘contant betaelt zyn’"
275,NA,dfl12_278,dfl12_001,Lenaert van Driel de Jonge,creditor,Balance on 8 November,15821108,67,8,5,67.8.5,,For her maternal and grandmaternal inheritance
275,NA,dfl12_002,dfl12_278,Lenaert van Driel de Jonge,debtor,Cassa,15831028,70,18,8,70.18.8,,
276,NA,dfl12_279,dfl12_001,Beelken van Driel,creditor,Balance on 8 November,15821108,106,5,0,106.5.0,,
276,NA,dfl12_002,dfl12_279,Beelken van Driel,debtor,Cassa,15831003,111,14,6,111.14.6,,Paid to Marten della Faille
277,NA,dfl12_280,dfl12_001,Sara van Driel,creditor,Balance on 8 November,15821108,105,1,8.5,105.1.8 1/2,,
277,NA,dfl12_002,dfl12_280,Sara van Driel,debtor,Cassa,15831212,105,1,8.5,105.1.8 1/2,,Paid to Marten della Faille
278,213,dfl12_281,dfl12_001,D'erffgenaemen van Anna de Hane_1,creditor,Balance on 8 November,15821108,142,9,6,142.9.6,Lawsuit,
278,213,dfl12_296,dfl12_281,D'erffgenaemen van Anna de Hane_1,debtor,Oncosten van't process tegens Daniel de Hane,15940920,142,9,6,142.9.6,Lawsuit,
